Wave,Build_Type,Player_Level,Result,Time_To_Clear,Kill_Slime,Kill_Rusher,Kill_Tank,Kill_Drifter,Kill_Elite,Kill_Total,HP_Start_Hull,HP_Start_Shield,HP_End_Hull,HP_End_Shield,Dmg_From_Mobs,Shield_Dmg_From_Mobs,Dmg_From_Boss,Player_HP_Lost,Tank_Absorbed_Ratio,Dmg_Main_Laser,Dmg_Sub_Laser,Dmg_Explosion,Dmg_Chain,Crit_Damage_Total,Crit_Hit_Count,Normal_Hit_Count,Overkill_Ratio,Dmg_Dealt_Total,Frost_Slow_Count,Frost_Freeze_Count,Frost_Slow_Duration,Panel_DPS,Panel_Crit_Rate,Panel_Laser_Width,Drone_Choice,Drone_Reward_Type,Drone_Reward_Value,Drone_Acc_Health,Drone_Acc_Shield,Drone_Acc_Damage_Pct,Drone_Acc_Crit_Pct,Drone_Acc_Laser_Width,Drone_Acc_Laser_Length,Drone_Count_Supply,Drone_Count_Gacha,Drone_Count_Deal,Boss_Dmg_Collision,Boss_Dmg_Bullet,Boss_Pushback_Time,Boss_Phase,Boss_HP_Remaining,Boss_Charge_Count,Boss_Press_Count,Boss_Summon_Count,Boss_Stun_Count,Skill_Path,Skill_Levels,Overload_Count,DPS_Peak,Enemy_Total_HP,Effective_DPS,Player_Hit_Count,Exp_Gained,Gold_Gained,Time_In_Danger,Spawn_Slime,Spawn_Rusher,Spawn_Tank,Spawn_Drifter,Spawn_Elite,Spawn_Total,Wave_Config_Id,Boss_Dmg_Dealt,Wave_Diff_Mult,Kill_LavaExploder,Kill_LavaSplitter,Kill_LavaGunner,Kill_LavaTank,Kill_LavaElite,Spawn_LavaExploder,Spawn_LavaSplitter,Spawn_LavaGunner,Spawn_LavaTank,Spawn_LavaElite,Spawn_LavaPuddle,Exploder_Death_Count,Exploder_AoE_Dmg_To_Player,Splitter_Death_Count,Splitter_Children_Spawned,Gunner_Bullet_Dmg_To_Player,Dmg_From_Mob_Explosion,Boss_Absorption_Count,Boss_Heal_Total,Gunner_Shots_Fired,Boss_Fireball_Hit_Count,Boss_Fireball_Burst_Count,Boss_Fireball_Intercepted_Count,Puddle_Peak_Count,Kill_FrostSlime,Kill_FrostTank,Kill_FrostCatalyst,Kill_Frostcaster,Kill_IceShieldGuard,Kill_FrostcasterElite,Kill_FrostGunner,Spawn_FrostSlime,Spawn_FrostTank,Spawn_FrostCatalyst,Spawn_Frostcaster,Spawn_IceShieldGuard,Spawn_FrostcasterElite,Spawn_FrostGunner,Spawn_IceWall,IceShield_Broken_Count,IceShield_Dmg_Absorbed,Catalyst_Burst_Count,Catalyst_Burst_Affected_Count,IceWall_Accelerated_Count,Frostcaster_Cast_Count,Frostcaster_Walls_Per_Cast_Total,IceWall_Hatch_Count,Monster_Berserk_Applied_Count,IceWall_Peak_Count,Tower_Freeze_Count,Tower_Freeze_Duration,IceSpike_Intercepted_Count,IceSpike_Hit_Count,Glacial_IceWall_Build_Count,Glacial_FreezeRay_Count,Glacial_Charge_Count,Glacial_AbsZero_Count,Glacial_AbsZero_Interrupted
1,Mix,3,Win,54.2,0,0,0,0,0,22,2000,1000,2000,1000,0,0,0,0,0.00,22600,0,0,0,3280,14,162,0.03,22600,0,0,0.0,1000,0.10,0.50,Gacha,BaseDamagePercent,激光攻击力+10%,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0.0,None,1.00,0,0,0,0,"Focus>Impact","Focus:1|Impact:1",0,1700,22000,417.0,0,420,110,0.00,0,0,0,0,0,22,Chapter03_01,0,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
2,Mix,5,Win,62.0,0,0,0,0,0,21,2000,1000,2000,1000,0,0,0,0,0.00,44870,0,0,0,8820,32,263,0.06,44870,0,0,0.0,1400,0.10,0.50,Gacha_Coin,CoinReward,金币+100,0,0,0.0,0.0,0.0,0.0,0,2,0,0,0,0.0,None,1.00,0,0,0,0,"Focus>Impact>Impact>Reflex","Focus:1|Impact:2|Reflex:1",0,1540,42000,724.2,0,520,165,0.00,0,0,0,0,0,21,Chapter03_01,0,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,0,0,0,0,18,3,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
3,A,8,Win,65.6,0,0,0,0,0,64,2000,1000,2000,1000,0,0,0,0,0.00,89725,0,0,0,18447,50,428,0.09,89725,0,0,0.0,1500,0.10,0.50,Gacha,BaseDamageFlat,激光攻击力+150,0,0,0.0,0.0,0.0,0.0,0,3,0,0,0,0.0,None,1.00,0,0,0,0,"Focus>Impact>Impact>Reflex>Focus>Power>Crit","Focus:2|Impact:2|Reflex:1|Power:1|Crit:1",1,5916,39900,1368.5,0,735,186,0.00,0,0,0,0,0,22,Chapter03_01,0,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2,0,2,0,0,0,18,2,0,2,0,0,0,6,0,0,0.0,0,0,6,6,42,0,4,0,0.0,0,0,0,0,0,0,0
4,A,9,Win,70.7,0,0,0,0,0,64,2000,1000,2000,1000,0,0,0,0,0.00,100882,0,0,2170,26817,65,614,0.09,103052,0,0,0.0,1955,0.13,0.50,Gacha_Epic,CritRatePercent,激光暴击率+16%,0,0,0.0,0.0,0.0,0.0,0,4,0,0,0,0.0,None,1.00,0,0,0,0,"Focus>Impact>Impact>Reflex>Focus>Power>Crit>Chain","Focus:2|Impact:2|Reflex:1|Power:1|Crit:1|Chain:1",0,3845,49830,1457.8,0,590,181,0.00,0,0,0,0,0,22,Chapter03_01,0,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,56,3,0,2,0,0,3,14,3,0,2,0,0,3,6,0,0,0.0,0,0,6,6,42,0,4,0,0.0,17,0,0,0,0,0,0
5,A,11,Win,61.7,0,0,0,0,0,64,2000,1000,2000,840,160,30,0,160,0.00,94612,0,0,1739,35857,84,487,0.10,96351,0,0,0.0,1955,0.21,0.50,Gacha_Epic,CritRatePercent,激光暴击率+16%,0,0,0.0,0.0,0.0,0.0,0,5,0,0,0,0.0,None,1.00,0,0,0,0,"Focus>Impact>Impact>Reflex>Focus>Power>Crit>Chain>Impact>Focus","Focus:3|Impact:3|Reflex:1|Power:1|Crit:1|Chain:1",0,4428,37320,1561.6,3,553,163,0.00,0,0,0,0,0,16,Chapter03_01,0,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,17,0,0,0,0,54,2,3,2,0,0,3,6,2,3,2,0,0,3,6,0,0,3.0,12,3,6,6,48,12,4,0,0.0,13,0,0,0,0,0,0
6,A,12,Win,74.8,0,0,0,0,0,66,2000,840,2000,645,195,0,0,195,0.00,134689,0,0,3849,67274,122,580,0.13,138539,0,0,0.0,2300,0.29,0.50,Gacha_Epic,BaseDamageFlat,激光攻击力+500,0,0,0.0,0.0,0.0,0.0,0,6,0,0,0,0.0,None,1.00,0,0,0,0,"Focus>Impact>Impact>Reflex>Focus>Power>Crit>Chain>Impact>Focus>Impact","Focus:3|Impact:4|Reflex:1|Power:1|Crit:1|Chain:1",1,9235,70460,1852.3,3,658,198,0.00,0,0,0,0,0,20,Chapter03_01,0,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,0,0,0,28,0,0,0,0,54,2,3,2,1,0,4,8,2,3,2,1,0,4,6,1,15027.05,3.0,15,2,6,6,46,12,4,0,0.0,25,0,0,0,0,0,0
7,A,14,Win,81.0,0,0,0,0,0,99,2000,645,2000,645,0,0,0,0,0.00,190299,0,0,2656,95827,112,366,0.19,192954,0,0,0.0,3960,0.29,0.50,Gacha,CritRatePercent,激光暴击率+3%,0,0,0.0,0.0,0.0,0.0,0,7,0,0,0,0.0,None,1.00,0,0,0,0,"Focus>Impact>Impact>Reflex>Focus>Power>Crit>Chain>Impact>Focus>Impact>Focus>Focus","Focus:5|Impact:4|Reflex:1|Power:1|Crit:1|Chain:1",0,9542,73780,2381.8,0,1093,240,0.00,0,0,0,0,0,19,Chapter03_01,0,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,86,3,3,2,0,1,4,6,3,3,2,0,1,4,13,0,0,3.0,7,4,9,13,80,7,4,0,0.0,30,0,0,0,0,0,0
8,A,15,Win,66.1,0,0,0,0,0,68,2000,645,2000,645,0,0,0,0,0.00,153822,0,0,1236,72699,77,242,0.18,155058,0,0,0.0,4455,0.32,0.50,Gacha_Negative,NextWaveSpeedBuff,下一波怪物速度+30%,0,0,0.0,0.0,0.0,0.0,0,8,0,0,0,0.0,None,1.00,0,0,0,0,"Focus>Impact>Impact>Reflex>Focus>Power>Crit>Chain>Impact>Focus>Impact>Focus>Focus>Reflex","Focus:5|Impact:4|Reflex:2|Power:1|Crit:1|Chain:1",0,9078,74550,2346.3,0,659,193,0.00,0,0,0,0,0,16,Chapter03_01,0,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,56,2,4,2,1,0,3,4,2,4,2,1,0,3,6,1,15008.89,4.0,11,6,6,6,52,11,4,0,0.0,19,0,0,0,0,0,0
9,A,17,Win,69.6,0,0,0,0,0,97,2000,645,2000,645,0,0,0,0,0.00,189675,0,0,3626,77913,83,432,0.19,193301,0,0,0.0,4455,0.32,0.50,Gacha_Epic,CritRatePercent,激光暴击率+16%,0,0,0.0,0.0,0.0,0.0,0,9,0,0,0,0.0,None,1.00,0,0,0,0,"Focus>Impact>Impact>Reflex>Focus>Power>Crit>Chain>Impact>Focus>Impact>Focus>Focus>Reflex>Impact>Crit","Focus:5|Impact:5|Reflex:2|Power:1|Crit:2|Chain:1",0,9624,77120,2776.7,0,999,207,0.00,0,0,0,0,0,22,Chapter03_01,0,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,85,2,4,2,0,1,3,10,2,4,2,0,1,3,12,0,0,4.0,14,6,10,12,75,12,4,0,0.0,14,0,0,0,0,0,0
10,A,17,Win,132.1,0,0,0,0,0,91,2000,645,1629,0,0,0,1250,1016,0.00,137543,0,0,792,62832,61,210,0.29,138336,0,0,0.0,4455,0.24,0.50,None,None,None,0,0,0.0,0.0,0.0,0.0,0,9,0,1250,0,0.0,Charge,0.00,5,0,6,10,"Focus>Impact>Impact>Reflex>Focus>Power>Crit>Chain>Impact>Focus>Impact>Focus>Focus>Reflex>Impact>Crit","Focus:5|Impact:5|Reflex:2|Power:1|Crit:2|Chain:1",2,6308,0,1047.1,5,0,115,0.00,0,0,0,0,0,0,Chapter03_01,650328,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,92,0,5,5,6.8,0,0,6,7,5,3,0
