Wave,Build_Type,Player_Level,Result,Time_To_Clear,Kill_Slime,Kill_Rusher,Kill_Tank,Kill_Drifter,Kill_Elite,Kill_Total,HP_Start_Hull,HP_Start_Shield,HP_End_Hull,HP_End_Shield,Dmg_From_Mobs,Shield_Dmg_From_Mobs,Dmg_From_Boss,Player_HP_Lost,Tank_Absorbed_Ratio,Dmg_Main_Laser,Dmg_Sub_Laser,Dmg_Explosion,Dmg_Chain,Crit_Damage_Total,Crit_Hit_Count,Normal_Hit_Count,Overkill_Ratio,Dmg_Dealt_Total,Frost_Slow_Count,Frost_Freeze_Count,Frost_Slow_Duration,Panel_DPS,Panel_Crit_Rate,Panel_Laser_Width,Drone_Choice,Drone_Reward_Type,Drone_Reward_Value,Drone_Acc_Health,Drone_Acc_Shield,Drone_Acc_Damage_Pct,Drone_Acc_Crit_Pct,Drone_Acc_Laser_Width,Drone_Acc_Laser_Length,Drone_Count_Supply,Drone_Count_Gacha,Drone_Count_Deal,Boss_Dmg_Collision,Boss_Dmg_Bullet,Boss_Pushback_Time,Boss_Phase,Boss_HP_Remaining,Boss_Charge_Count,Boss_Press_Count,Boss_Summon_Count,Boss_Stun_Count,Skill_Path,Skill_Levels,Overload_Count,DPS_Peak,Enemy_Total_HP,Effective_DPS,Player_Hit_Count,Exp_Gained,Gold_Gained,Time_In_Danger,Spawn_Slime,Spawn_Rusher,Spawn_Tank,Spawn_Drifter,Spawn_Elite,Spawn_Total,Wave_Config_Id,Boss_Dmg_Dealt,Wave_Diff_Mult,Kill_LavaExploder,Kill_LavaSplitter,Kill_LavaGunner,Kill_LavaTank,Kill_LavaElite,Spawn_LavaExploder,Spawn_LavaSplitter,Spawn_LavaGunner,Spawn_LavaTank,Spawn_LavaElite,Spawn_LavaPuddle,Exploder_Death_Count,Exploder_AoE_Dmg_To_Player,Splitter_Death_Count,Splitter_Children_Spawned,Gunner_Bullet_Dmg_To_Player,Dmg_From_Mob_Explosion,Boss_Absorption_Count,Boss_Heal_Total,Gunner_Shots_Fired,Boss_Fireball_Hit_Count,Boss_Fireball_Burst_Count,Boss_Fireball_Intercepted_Count,Puddle_Peak_Count,Kill_FrostSlime,Kill_FrostTank,Kill_FrostCatalyst,Kill_Frostcaster,Kill_IceShieldGuard,Kill_FrostcasterElite,Kill_FrostGunner,Spawn_FrostSlime,Spawn_FrostTank,Spawn_FrostCatalyst,Spawn_Frostcaster,Spawn_IceShieldGuard,Spawn_FrostcasterElite,Spawn_FrostGunner,Spawn_IceWall,IceShield_Broken_Count,IceShield_Dmg_Absorbed,Catalyst_Burst_Count,Catalyst_Burst_Affected_Count,IceWall_Accelerated_Count,Frostcaster_Cast_Count,Frostcaster_Walls_Per_Cast_Total,IceWall_Hatch_Count,Monster_Berserk_Applied_Count,IceWall_Peak_Count,Tower_Freeze_Count,Tower_Freeze_Duration,IceSpike_Intercepted_Count,IceSpike_Hit_Count,Glacial_IceWall_Build_Count,Glacial_FreezeRay_Count,Glacial_Charge_Count,Glacial_AbsZero_Count,Glacial_AbsZero_Interrupted
1,Mix,3,Win,51.8,0,0,0,0,0,22,2000,1000,2000,1000,0,0,0,0,0.00,23700,0,0,0,4960,22,168,0.07,23700,0,0,0.0,1000,0.10,0.50,Deal,HealthLoss→BaseDamagePercent,生命值-80|激光攻击力+12%,0,0,0.0,0.0,0.0,0.0,0,0,1,0,0,0.0,None,1.00,0,0,0,0,"Power>Reflex","Power:1|Reflex:1",0,2280,22000,457.8,0,420,110,0.00,0,0,0,0,0,22,Chapter03_01,0,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
2,Mix,5,Win,64.8,0,0,0,0,0,21,1920,1000,1920,1000,0,0,0,0,0.00,43428,0,0,0,5544,21,287,0.03,43428,0,0,0.0,1320,0.10,0.50,Deal,HealthLoss→LaserWidthPercent,生命值-80|激光宽度+8%,0,0,0.0,0.0,0.0,0.0,0,0,2,0,0,0.0,None,1.00,0,0,0,0,"Power>Reflex>Wide>Wide","Power:1|Reflex:1|Wide:2",0,2244,42000,670.4,0,520,165,0.00,0,0,0,0,0,21,Chapter03_01,0,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,0,0,0,0,18,3,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
3,B,8,Win,62.5,0,0,0,0,0,64,1840,1000,1840,520,480,480,0,480,0.00,74844,3590,0,0,11088,44,485,0.04,78434,0,0,0.0,1320,0.10,0.74,Deal,HealthLoss→CritRatePercent,生命值-80|激光暴击率+4%,0,0,0.0,0.0,0.0,0.0,0,0,3,0,0,0.0,None,1.00,0,0,0,0,"Power>Reflex>Wide>Wide>Reflex>Reflex>Prism","Power:1|Reflex:3|Wide:2|Prism:1",1,4488,39900,1254.2,8,725,182,0.00,0,0,0,0,0,22,Chapter03_01,0,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2,0,2,0,0,0,18,2,0,2,0,0,0,6,0,0,0.0,0,0,6,6,42,0,4,0,0.0,0,0,0,0,0,0,0
4,B,9,Win,75.5,0,0,0,0,0,64,1760,520,1760,520,0,0,0,0,0.00,86579,9874,0,0,18876,82,660,0.05,96453,0,0,0.0,1320,0.14,0.74,Deal,HealthLoss→BaseDamagePercent,生命值-80|激光攻击力+12%,0,0,0.0,0.0,0.0,0.0,0,0,4,0,0,0.0,None,1.00,0,0,0,0,"Power>Reflex>Wide>Wide>Reflex>Reflex>Prism>Prism","Power:1|Reflex:3|Wide:2|Prism:2",0,5940,49830,1277.7,0,610,185,0.00,0,0,0,0,0,22,Chapter03_01,0,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,56,3,0,2,0,0,3,14,3,0,2,0,0,3,6,0,0,0.0,0,0,6,6,42,0,4,0,0.0,21,0,0,0,0,0,0
5,B,10,Win,58.6,0,0,0,0,0,62,1680,520,1680,520,0,0,0,0,0.00,70776,16038,0,0,16243,66,535,0.04,86814,0,0,0.0,1440,0.14,0.74,Deal,HealthLoss→LaserWidthPercent,生命值-80|激光宽度+8%,0,0,0.0,0.0,0.0,0.0,0,0,5,0,0,0.0,None,1.00,0,0,0,0,"Power>Reflex>Wide>Wide>Reflex>Reflex>Prism>Prism>Reflex","Power:1|Reflex:4|Wide:2|Prism:2",0,3614,37320,1482.4,0,527,161,0.00,0,0,0,0,0,16,Chapter03_01,0,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,52,2,3,2,0,0,3,6,2,3,2,0,0,3,6,0,0,3.0,10,2,6,6,46,9,4,0,0.0,19,0,0,0,0,0,0
6,B,13,Win,84.4,0,0,0,0,0,64,1600,520,1600,520,0,0,0,0,0.00,92952,26912,0,0,29436,104,679,0.05,119864,0,0,0.0,1440,0.14,0.84,Deal,ShieldLoss→CritRatePercent,护盾值-100|激光暴击率+5%,0,0,0.0,0.0,0.0,0.0,0,0,6,0,0,0.0,None,1.00,0,0,0,0,"Power>Reflex>Wide>Wide>Reflex>Reflex>Prism>Prism>Reflex>Wide>Prism>Prism","Power:1|Reflex:4|Wide:3|Prism:4",1,5846,70460,1420.1,0,1023,196,0.00,0,0,0,0,0,20,Chapter03_01,0,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,52,2,3,2,1,0,4,8,2,3,2,1,0,4,6,1,15080.39,3.0,11,2,6,6,44,9,3,0,0.0,28,0,0,0,0,0,0
7,B,14,Win,93.8,0,0,0,0,0,103,1600,420,1600,420,0,0,0,0,0.00,68342,95659,0,0,54582,233,941,0.04,164001,0,0,0.0,1440,0.19,0.84,Deal,ShieldLoss→CritRatePercent,护盾值-100|激光暴击率+5%,0,0,0.0,0.0,0.0,0.0,0,0,7,0,0,0.0,None,1.00,0,0,0,0,"Power>Reflex>Wide>Wide>Reflex>Reflex>Prism>Prism>Reflex>Wide>Prism>Prism>Prism","Power:1|Reflex:4|Wide:3|Prism:5",1,10293,73780,1749.0,0,1113,244,0.00,0,0,0,0,0,19,Chapter03_01,0,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,90,3,3,2,0,1,4,6,3,3,2,0,1,4,13,0,0,3.0,13,5,10,13,84,10,4,0,0.0,35,0,0,0,0,0,0
8,B,16,Win,69.8,0,0,0,0,0,70,1600,320,1600,320,0,0,0,0,0.00,58032,76003,0,0,55924,246,702,0.04,134035,0,0,0.0,1440,0.24,0.84,Deal,HealthLoss→CritRatePercent,生命值-80|激光暴击率+4%,0,0,0.0,0.0,0.0,0.0,0,0,8,0,0,0.0,None,1.00,0,0,0,0,"Power>Reflex>Wide>Wide>Reflex>Reflex>Prism>Prism>Reflex>Wide>Prism>Prism>Prism>Wide>Wide","Power:1|Reflex:4|Wide:5|Prism:5",0,6445,74550,1920.0,0,1044,195,0.00,0,0,0,0,0,16,Chapter03_01,0,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,58,2,4,2,1,0,3,4,2,4,2,1,0,3,6,1,15003.38,4.0,13,9,6,6,54,12,4,0,0.0,26,0,0,0,0,0,0
9,B,17,Win,61.0,0,0,0,0,0,91,1520,320,1520,320,0,0,0,0,0.00,46094,106666,0,0,68150,288,720,0.04,152760,0,0,0.0,1440,0.28,1.00,Supply,HealthRestore,生命值+250,0,0,0.0,0.0,0.0,0.0,1,0,8,0,0,0.0,None,1.00,0,0,0,0,"Power>Reflex>Wide>Wide>Reflex>Reflex>Prism>Prism>Reflex>Wide>Prism>Prism>Prism>Wide>Wide>Reflex","Power:1|Reflex:5|Wide:5|Prism:5",0,7934,77120,2504.2,0,974,201,0.00,0,0,0,0,0,22,Chapter03_01,0,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,79,2,4,2,0,1,3,10,2,4,2,0,1,3,11,0,0,4.0,32,5,9,11,69,21,4,0,0.0,10,0,0,0,0,0,0
10,B,17,Win,143.0,0,0,0,0,0,112,1770,320,1090,0,0,0,1250,1000,0.00,40752,85478,0,0,50630,218,652,0.05,126230,0,0,0.0,1440,0.28,1.00,None,None,None,0,0,0.0,0.0,0.0,0.0,1,0,8,1250,0,0.0,Charge,0.00,7,0,7,7,"Power>Reflex>Wide>Wide>Reflex>Reflex>Prism>Prism>Reflex>Wide>Prism>Prism>Prism>Wide>Wide>Reflex","Power:1|Reflex:5|Wide:5|Prism:5",2,3427,0,882.5,5,0,136,0.00,0,0,0,0,0,0,Chapter03_01,650130,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,121,0,6,5,7.3,0,0,7,3,5,4,0
