Wave,Build_Type,Player_Level,Result,Time_To_Clear,Kill_Slime,Kill_Rusher,Kill_Tank,Kill_Drifter,Kill_Elite,Kill_Total,HP_Start_Hull,HP_Start_Shield,HP_End_Hull,HP_End_Shield,Dmg_From_Mobs,Shield_Dmg_From_Mobs,Dmg_From_Boss,Player_HP_Lost,Tank_Absorbed_Ratio,Dmg_Main_Laser,Dmg_Sub_Laser,Dmg_Explosion,Dmg_Chain,Crit_Damage_Total,Crit_Hit_Count,Normal_Hit_Count,Overkill_Ratio,Dmg_Dealt_Total,Frost_Slow_Count,Frost_Freeze_Count,Frost_Slow_Duration,Panel_DPS,Panel_Crit_Rate,Panel_Laser_Width,Drone_Choice,Drone_Reward_Type,Drone_Reward_Value,Drone_Acc_Health,Drone_Acc_Shield,Drone_Acc_Damage_Pct,Drone_Acc_Crit_Pct,Drone_Acc_Laser_Width,Drone_Acc_Laser_Length,Drone_Count_Supply,Drone_Count_Gacha,Drone_Count_Deal,Boss_Dmg_Collision,Boss_Dmg_Bullet,Boss_Pushback_Time,Boss_Phase,Boss_HP_Remaining,Boss_Charge_Count,Boss_Press_Count,Boss_Summon_Count,Boss_Stun_Count,Skill_Path,Skill_Levels,Overload_Count,DPS_Peak,Enemy_Total_HP,Effective_DPS,Player_Hit_Count,Exp_Gained,Gold_Gained,Time_In_Danger,Spawn_Slime,Spawn_Rusher,Spawn_Tank,Spawn_Drifter,Spawn_Elite,Spawn_Total,Wave_Config_Id,Boss_Dmg_Dealt,Wave_Diff_Mult,Kill_LavaExploder,Kill_LavaSplitter,Kill_LavaGunner,Kill_LavaTank,Kill_LavaElite,Spawn_LavaExploder,Spawn_LavaSplitter,Spawn_LavaGunner,Spawn_LavaTank,Spawn_LavaElite,Spawn_LavaPuddle,Exploder_Death_Count,Exploder_AoE_Dmg_To_Player,Splitter_Death_Count,Splitter_Children_Spawned,Gunner_Bullet_Dmg_To_Player,Dmg_From_Mob_Explosion,Boss_Absorption_Count,Boss_Heal_Total,Gunner_Shots_Fired,Boss_Fireball_Hit_Count,Boss_Fireball_Burst_Count,Boss_Fireball_Intercepted_Count,Puddle_Peak_Count,Kill_FrostSlime,Kill_FrostTank,Kill_FrostCatalyst,Kill_Frostcaster,Kill_IceShieldGuard,Kill_FrostcasterElite,Kill_FrostGunner,Spawn_FrostSlime,Spawn_FrostTank,Spawn_FrostCatalyst,Spawn_Frostcaster,Spawn_IceShieldGuard,Spawn_FrostcasterElite,Spawn_FrostGunner,Spawn_IceWall,IceShield_Broken_Count,IceShield_Dmg_Absorbed,Catalyst_Burst_Count,Catalyst_Burst_Affected_Count,IceWall_Accelerated_Count,Frostcaster_Cast_Count,Frostcaster_Walls_Per_Cast_Total,IceWall_Hatch_Count,Monster_Berserk_Applied_Count,IceWall_Peak_Count,Tower_Freeze_Count,Tower_Freeze_Duration,IceSpike_Intercepted_Count,IceSpike_Hit_Count,Glacial_IceWall_Build_Count,Glacial_FreezeRay_Count,Glacial_Charge_Count,Glacial_AbsZero_Count,Glacial_AbsZero_Interrupted
1,Mix,3,Win,56.4,0,0,0,0,0,11,2000,1000,2000,760,240,240,0,240,0.00,55324,0,0,2224,8200,41,903,0.03,57547,0,0,0.0,1000,0.10,0.50,Gacha,LaserLengthPercent,长度+3%,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0.0,None,1.00,0,0,0,0,"Chain>Chain","Chain:2",0,2840,8250,1019.7,8,473,220,0.00,0,0,0,0,0,11,Chapter02_01,0,1.00,0,11,0,0,0,0,11,0,0,0,0,0,0,11,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
2,Mix,5,Win,57.0,0,0,0,0,0,16,2000,760,2000,410,350,350,0,350,0.00,52020,0,0,3260,13760,50,908,0.06,55280,34,0,391.0,1000,0.13,0.50,Gacha,LaserLengthPercent,长度+3%,0,0,0.0,0.0,0.0,0.0,0,2,0,0,0,0.0,None,1.00,0,0,0,0,"Chain>Chain>Crit>Frost","Chain:2|Crit:1|Frost:1",1,3744,11800,970.4,11,480,222,0.00,0,0,0,0,0,16,Chapter02_01,0,1.00,4,12,0,0,0,4,12,0,0,0,4,4,0,10,30,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
3,Mix,7,Win,69.2,0,0,0,0,0,18,2000,410,2000,0,430,410,0,410,0.00,86949,0,600,5496,16855,69,1479,0.22,93044,74,0,1485.0,1000,0.13,0.50,Gacha_Coin,CoinReward,金币+50,0,0,0.0,0.0,0.0,0.0,0,3,0,0,0,0.0,None,1.00,0,0,0,0,"Chain>Chain>Crit>Frost>Frost>Crit","Chain:2|Crit:2|Frost:2",1,20468,33280,1344.7,14,523,268,0.00,0,0,0,0,0,18,Chapter02_01,0,1.00,6,10,0,2,0,6,10,0,2,0,6,6,0,10,30,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
4,Mix,9,Win,66.8,0,0,0,0,0,20,2000,0,1625,0,375,0,0,375,0.00,78071,0,720,5069,23552,78,1213,0.05,83861,80,0,1299.0,1000,0.16,0.50,Supply,ShieldFull,护盾重启,0,0,0.0,0.0,0.0,0.0,1,3,0,0,0,0.0,None,1.00,0,0,0,0,"Chain>Chain>Crit>Frost>Frost>Crit>Shatter>Shatter","Chain:2|Crit:2|Frost:2|Shatter:2",1,3792,37290,1255.7,11,571,273,0.00,0,0,0,0,0,20,Chapter02_01,0,1.00,6,10,2,2,0,6,10,2,2,0,6,6,0,9,27,65,0,0,0,15,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
5,Mix,10,Win,67.4,0,0,0,0,0,24,1625,1000,1625,600,400,270,0,400,0.00,90052,10486,1560,4867,26151,87,1275,0.06,106966,98,0,1455.0,1000,0.16,0.50,Gacha_Coin,CoinReward,金币+50,0,0,0.0,0.0,0.0,0.0,1,4,0,0,0,0.0,None,1.00,0,0,0,0,"Chain>Chain>Crit>Frost>Frost>Crit>Shatter>Shatter>Prism","Chain:2|Crit:2|Frost:2|Shatter:2|Prism:1",1,5244,42314,1586.0,11,726,334,0.00,0,0,0,0,0,24,Chapter02_01,0,1.00,8,12,2,2,0,8,12,2,2,0,8,8,0,12,36,130,0,0,0,19,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
6,Mix,12,Win,72.4,0,0,0,0,0,22,1625,600,1625,420,180,180,0,180,0.00,92547,20670,1560,5409,33838,102,1371,0.05,120186,82,0,1558.5,1000,0.16,0.50,Gacha_Epic,LaserWidthPercent,激光宽度+12%,0,0,0.0,0.0,0.0,0.0,1,5,0,0,0,0.0,None,1.00,0,0,0,0,"Chain>Chain>Crit>Frost>Frost>Crit>Shatter>Shatter>Prism>Shatter>Shatter","Chain:2|Crit:2|Frost:2|Shatter:4|Prism:1",1,6907,60720,1660.2,6,727,301,0.00,0,0,0,0,0,22,Chapter02_01,0,1.00,7,10,2,2,1,7,10,2,2,1,8,8,0,10,30,0,0,0,0,13,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
7,Mix,13,Win,67.1,0,0,0,0,0,24,1625,420,1625,420,0,0,0,0,0.00,92496,4614,66160,6620,24012,58,1075,0.13,169890,74,0,1125.0,1000,0.16,0.56,Gacha,LaserLengthPercent,长度+3%,0,0,0.0,0.0,0.0,0.0,1,6,0,0,0,0.0,None,1.00,0,0,0,0,"Chain>Chain>Crit>Frost>Frost>Crit>Shatter>Shatter>Prism>Shatter>Shatter>Shatter","Chain:2|Crit:2|Frost:2|Shatter:5|Prism:1",0,21772,65005,2533.8,0,769,307,0.00,0,0,0,0,0,24,Chapter02_01,0,1.00,9,10,2,2,1,9,10,2,2,1,10,10,0,10,30,0,0,0,0,9,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
8,B,15,Win,61.2,0,0,0,0,0,25,1625,420,1625,390,30,30,0,30,0.00,100891,3588,142600,6201,27738,48,801,0.14,253280,83,0,843.0,1000,0.16,0.56,Gacha_Negative,NextWaveSpeedBuff,下一波怪物速度+30%,0,0,0.0,0.0,0.0,0.0,1,7,0,0,0,0.0,None,1.00,0,0,0,0,"Chain>Chain>Crit>Frost>Frost>Crit>Shatter>Shatter>Prism>Shatter>Shatter>Shatter>Wide>FrostSpread","Chain:2|Crit:2|Frost:2|Shatter:5|Prism:1|Wide:1|FrostSpread:1",0,20395,64740,4141.6,1,990,394,0.00,0,0,0,0,0,25,Chapter02_01,0,1.00,8,12,2,2,1,8,12,2,2,1,8,8,0,13,43,0,0,0,0,12,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
9,B,17,Win,66.6,0,0,0,0,0,41,1625,390,1625,360,30,30,0,30,0.00,158374,36404,361930,10794,51244,85,1407,0.22,567503,146,0,2044.5,1000,0.16,0.65,Gacha,LaserLengthPercent,长度+3%,0,0,0.0,0.0,0.0,0.0,1,8,0,0,0,0.0,None,1.00,0,0,0,0,"Chain>Chain>Crit>Frost>Frost>Crit>Shatter>Shatter>Prism>Shatter>Shatter>Shatter>Wide>FrostSpread>Impact>Chain","Chain:3|Crit:2|Frost:2|Shatter:5|Prism:1|Wide:1|FrostSpread:1|Impact:1",1,71416,121240,8524.8,1,1741,682,0.00,0,0,0,0,0,41,Chapter02_01,0,1.00,9,24,3,3,2,9,24,3,3,2,10,10,0,25,79,0,0,0,0,16,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
10,B,17,Loss,45.4,0,0,0,0,0,0,1625,360,0,0,0,0,2350,1985,0.00,20282,0,42000,1452,4830,7,166,0.26,63734,26,0,504.8,1000,0.16,0.65,None,None,None,0,0,0.0,0.0,0.0,0.0,1,8,0,750,1600,0.0,Charge,0.92,3,0,4,0,"Chain>Chain>Crit>Frost>Frost>Crit>Shatter>Shatter>Prism>Shatter>Shatter>Shatter>Wide>FrostSpread>Impact>Chain","Chain:3|Crit:2|Frost:2|Shatter:5|Prism:1|Wide:1|FrostSpread:1|Impact:1",0,9902,0,1403.6,7,0,105,5.96,0,0,0,0,0,0,Chapter02_01,36303,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
