Wave,Build_Type,Player_Level,Result,Time_To_Clear,Kill_Slime,Kill_Rusher,Kill_Tank,Kill_Drifter,Kill_Elite,Kill_Total,HP_Start_Hull,HP_Start_Shield,HP_End_Hull,HP_End_Shield,Dmg_From_Mobs,Shield_Dmg_From_Mobs,Dmg_From_Boss,Player_HP_Lost,Tank_Absorbed_Ratio,Dmg_Main_Laser,Dmg_Sub_Laser,Dmg_Explosion,Dmg_Chain,Crit_Damage_Total,Crit_Hit_Count,Normal_Hit_Count,Overkill_Ratio,Dmg_Dealt_Total,Frost_Slow_Count,Frost_Freeze_Count,Frost_Slow_Duration,Panel_DPS,Panel_Crit_Rate,Panel_Laser_Width,Drone_Choice,Drone_Reward_Type,Drone_Reward_Value,Drone_Acc_Health,Drone_Acc_Shield,Drone_Acc_Damage_Pct,Drone_Acc_Crit_Pct,Drone_Acc_Laser_Width,Drone_Acc_Laser_Length,Drone_Count_Supply,Drone_Count_Gacha,Drone_Count_Deal,Boss_Dmg_Collision,Boss_Dmg_Bullet,Boss_Pushback_Time,Boss_Phase,Boss_HP_Remaining,Boss_Charge_Count,Boss_Press_Count,Boss_Summon_Count,Boss_Stun_Count,Skill_Path,Skill_Levels,Overload_Count,DPS_Peak,Enemy_Total_HP,Effective_DPS,Player_Hit_Count,Exp_Gained,Gold_Gained,Time_In_Danger,Spawn_Slime,Spawn_Rusher,Spawn_Tank,Spawn_Drifter,Spawn_Elite,Spawn_Total,Wave_Config_Id,Boss_Dmg_Dealt,Wave_Diff_Mult,Kill_LavaExploder,Kill_LavaSplitter,Kill_LavaGunner,Kill_LavaTank,Kill_LavaElite,Spawn_LavaExploder,Spawn_LavaSplitter,Spawn_LavaGunner,Spawn_LavaTank,Spawn_LavaElite,Spawn_LavaPuddle,Exploder_Death_Count,Exploder_AoE_Dmg_To_Player,Splitter_Death_Count,Splitter_Children_Spawned,Gunner_Bullet_Dmg_To_Player,Dmg_From_Mob_Explosion,Boss_Absorption_Count,Boss_Heal_Total,Gunner_Shots_Fired,Boss_Fireball_Hit_Count,Boss_Fireball_Burst_Count,Boss_Fireball_Intercepted_Count,Puddle_Peak_Count,Kill_FrostSlime,Kill_FrostTank,Kill_FrostCatalyst,Kill_Frostcaster,Kill_IceShieldGuard,Kill_FrostcasterElite,Kill_FrostGunner,Spawn_FrostSlime,Spawn_FrostTank,Spawn_FrostCatalyst,Spawn_Frostcaster,Spawn_IceShieldGuard,Spawn_FrostcasterElite,Spawn_FrostGunner,Spawn_IceWall,IceShield_Broken_Count,IceShield_Dmg_Absorbed,Catalyst_Burst_Count,Catalyst_Burst_Affected_Count,IceWall_Accelerated_Count,Frostcaster_Cast_Count,Frostcaster_Walls_Per_Cast_Total,IceWall_Hatch_Count,Monster_Berserk_Applied_Count,IceWall_Peak_Count,Tower_Freeze_Count,Tower_Freeze_Duration,IceSpike_Intercepted_Count,IceSpike_Hit_Count,Glacial_IceWall_Build_Count,Glacial_FreezeRay_Count,Glacial_Charge_Count,Glacial_AbsZero_Count,Glacial_AbsZero_Interrupted
1,Mix,3,Win,54.7,0,0,0,0,0,11,2000,1000,2000,730,270,270,0,270,0.00,52335,440,0,0,13535,64,399,0.03,52775,0,0,0.0,1000,0.10,0.50,Gacha_Epic,LaserWidthPercent,激光宽度+12%,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0.0,None,1.00,0,0,0,0,"Crit>Prism","Crit:1|Prism:1",0,3290,8250,964.6,9,451,220,0.00,0,0,0,0,0,11,Chapter02_01,0,1.00,0,11,0,0,0,0,11,0,0,0,0,0,0,11,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
2,Mix,6,Win,53.8,0,0,0,0,0,16,2000,730,2000,520,210,210,0,210,0.00,45844,19164,0,0,15949,74,473,0.05,65008,0,0,0.0,1000,0.13,0.56,Gacha,CritRatePercent,激光暴击率+3%,0,0,0.0,0.0,0.0,0.0,0,2,0,0,0,0.0,None,1.00,0,0,0,0,"Crit>Prism>Prism>Focus>Crit","Crit:2|Prism:2|Focus:1",1,4003,11800,1209.4,7,524,252,0.00,0,0,0,0,0,16,Chapter02_01,0,1.00,4,12,0,0,0,4,12,0,0,0,4,4,0,12,36,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
3,Mix,7,Win,58.0,0,0,0,0,0,18,2000,520,2000,280,240,240,0,240,0.00,58157,20343,960,0,28170,92,410,0.06,79460,0,0,0.0,1300,0.19,0.56,Gacha,CritRatePercent,激光暴击率+3%,0,0,0.0,0.0,0.0,0.0,0,3,0,0,0,0.0,None,1.00,0,0,0,0,"Crit>Prism>Prism>Focus>Crit>Power","Crit:2|Prism:2|Focus:1|Power:1",1,4684,33280,1369.1,8,557,268,0.00,0,0,0,0,0,18,Chapter02_01,0,1.00,6,10,0,2,0,6,10,0,2,0,6,6,0,10,30,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
4,Mix,9,Win,64.9,0,0,0,0,0,20,2000,280,2000,100,180,180,0,180,0.00,61608,27889,720,0,28895,99,441,0.06,90217,0,0,0.0,1500,0.22,0.56,Gacha,BaseDamageFlat,激光攻击力+150,0,0,0.0,0.0,0.0,0.0,0,4,0,0,0,0.0,None,1.00,0,0,0,0,"Crit>Prism>Prism>Focus>Crit>Power>Power>Crit","Crit:3|Prism:2|Focus:1|Power:2",0,5352,37290,1389.3,6,593,288,0.00,0,0,0,0,0,20,Chapter02_01,0,1.00,6,10,2,2,0,6,10,2,2,0,6,6,0,10,30,0,0,0,0,17,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
5,Mix,10,Win,59.8,0,0,0,0,0,24,2000,100,2000,10,90,90,0,90,0.00,84055,27349,1080,0,44035,98,378,0.10,112484,0,0,0.0,1955,0.19,0.56,Gacha,LaserLengthPercent,激光长度+3%,0,0,0.0,0.0,0.0,0.0,0,5,0,0,0,0.0,None,1.00,0,0,0,0,"Crit>Prism>Prism>Focus>Crit>Power>Power>Crit>Crit","Crit:4|Prism:2|Focus:1|Power:2",1,6588,42314,1880.2,3,660,334,0.00,0,0,0,0,0,24,Chapter02_01,0,1.00,8,12,2,2,0,8,12,2,2,0,8,8,0,12,36,0,0,0,0,11,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
6,B,12,Win,66.3,0,0,0,0,0,22,2000,10,2000,0,30,10,0,10,0.00,117928,23647,1570,0,49887,111,432,0.20,143144,0,0,0.0,1955,0.22,0.65,Supply,HealthRestore,生命值+250,0,0,0.0,0.0,0.0,0.0,1,5,0,0,0,0.0,None,1.00,0,0,0,0,"Crit>Prism>Prism>Focus>Crit>Power>Power>Crit>Crit>Wide>Focus","Crit:4|Prism:2|Focus:2|Power:2|Wide:1",0,23033,60720,2158.6,1,716,301,0.00,0,0,0,0,0,22,Chapter02_01,0,1.00,7,10,2,2,1,7,10,2,2,1,8,8,0,10,30,0,0,0,0,12,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
7,B,13,Win,62.7,0,0,0,0,0,24,2000,0,2000,0,0,0,0,0,0.00,115189,13334,2160,0,56462,104,367,0.07,130683,0,0,0.0,2185,0.22,0.65,Supply,HealthRestore,生命值+150,0,0,0.0,0.0,0.0,0.0,2,5,0,0,0,0.0,None,1.00,0,0,0,0,"Crit>Prism>Prism>Focus>Crit>Power>Power>Crit>Crit>Wide>Focus>Power","Crit:4|Prism:2|Focus:2|Power:3|Wide:1",0,8344,65005,2084.1,0,736,307,0.00,0,0,0,0,0,24,Chapter02_01,0,1.00,9,10,2,2,1,9,10,2,2,1,10,10,0,10,30,0,0,0,0,13,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
8,B,15,Win,60.6,0,0,0,0,0,25,2000,0,2000,0,0,0,0,0,0.00,119272,40299,960,0,67499,134,472,0.07,160531,0,0,0.0,2415,0.22,0.65,Gacha_Negative,NextWaveDamageBuff,下一波怪物伤害+25%,0,0,0.0,0.0,0.0,0.0,2,6,0,0,0,0.0,None,1.00,0,0,0,0,"Crit>Prism>Prism>Focus>Crit>Power>Power>Crit>Crit>Wide>Focus>Power>Prism>Crit","Crit:5|Prism:3|Focus:2|Power:3|Wide:1",0,9066,64740,2650.0,0,968,394,0.00,0,0,0,0,0,25,Chapter02_01,0,1.00,8,12,2,2,1,8,12,2,2,1,8,8,0,13,43,0,0,0,0,11,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
9,B,17,Win,65.4,0,0,0,0,0,41,2000,0,1940,0,60,0,0,60,0.00,195381,117080,1440,0,139981,230,738,0.09,313901,0,0,0.0,2415,0.25,0.65,Gacha_Epic,LaserWidthPercent,激光宽度+12%,0,0,0.0,0.0,0.0,0.0,2,7,0,0,0,0.0,None,1.00,0,0,0,0,"Crit>Prism>Prism>Focus>Crit>Power>Power>Crit>Crit>Wide>Focus>Power>Prism>Crit>Prism>Power","Crit:5|Prism:4|Focus:2|Power:4|Wide:1",1,21465,121240,4798.9,2,1708,682,0.00,0,0,0,0,0,41,Chapter02_01,0,1.00,9,24,3,3,2,9,24,3,3,2,10,10,0,25,79,0,0,0,0,17,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
10,B,17,Win,57.7,0,0,0,0,0,0,1940,0,940,0,0,0,1000,1000,0.00,2010,34734,0,0,17330,36,102,0.08,36744,0,0,0.0,2645,0.25,0.71,None,None,None,0,0,0.0,0.0,0.0,0.0,2,7,0,1000,0,3.2,Idle,0.00,4,1,4,2,"Crit>Prism>Prism>Focus>Crit>Power>Power>Crit>Crit>Wide>Focus>Power>Prism>Crit>Prism>Power","Crit:5|Prism:4|Focus:2|Power:4|Wide:1",0,5777,0,637.1,4,0,95,0.00,0,0,0,0,0,0,Chapter02_01,440021,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10000,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
