Wave,Build_Type,Player_Level,Result,Time_To_Clear,Kill_Slime,Kill_Rusher,Kill_Tank,Kill_Drifter,Kill_Elite,Kill_Total,HP_Start_Hull,HP_Start_Shield,HP_End_Hull,HP_End_Shield,Dmg_From_Mobs,Shield_Dmg_From_Mobs,Dmg_From_Boss,Player_HP_Lost,Tank_Absorbed_Ratio,Dmg_Main_Laser,Dmg_Sub_Laser,Dmg_Explosion,Dmg_Chain,Crit_Damage_Total,Crit_Hit_Count,Normal_Hit_Count,Overkill_Ratio,Dmg_Dealt_Total,Frost_Slow_Count,Frost_Freeze_Count,Frost_Slow_Duration,Panel_DPS,Panel_Crit_Rate,Panel_Laser_Width,Drone_Choice,Drone_Reward_Type,Drone_Reward_Value,Drone_Acc_Health,Drone_Acc_Shield,Drone_Acc_Damage_Pct,Drone_Acc_Crit_Pct,Drone_Acc_Laser_Width,Drone_Acc_Laser_Length,Drone_Count_Supply,Drone_Count_Gacha,Drone_Count_Deal,Boss_Dmg_Collision,Boss_Dmg_Bullet,Boss_Pushback_Time,Boss_Phase,Boss_HP_Remaining,Boss_Charge_Count,Boss_Press_Count,Boss_Summon_Count,Boss_Stun_Count,Skill_Path,Skill_Levels,Overload_Count,DPS_Peak,Enemy_Total_HP,Effective_DPS,Player_Hit_Count,Exp_Gained,Gold_Gained,Time_In_Danger,Spawn_Slime,Spawn_Rusher,Spawn_Tank,Spawn_Drifter,Spawn_Elite,Spawn_Total,Wave_Config_Id,Boss_Dmg_Dealt,Wave_Diff_Mult,Kill_LavaExploder,Kill_LavaSplitter,Kill_LavaGunner,Kill_LavaTank,Kill_LavaElite,Spawn_LavaExploder,Spawn_LavaSplitter,Spawn_LavaGunner,Spawn_LavaTank,Spawn_LavaElite,Spawn_LavaPuddle,Exploder_Death_Count,Exploder_AoE_Dmg_To_Player,Splitter_Death_Count,Splitter_Children_Spawned,Gunner_Bullet_Dmg_To_Player,Dmg_From_Mob_Explosion,Boss_Absorption_Count,Boss_Heal_Total,Gunner_Shots_Fired,Boss_Fireball_Hit_Count,Boss_Fireball_Burst_Count,Boss_Fireball_Intercepted_Count,Puddle_Peak_Count,Kill_FrostSlime,Kill_FrostTank,Kill_FrostCatalyst,Kill_Frostcaster,Kill_IceShieldGuard,Kill_FrostcasterElite,Kill_FrostGunner,Spawn_FrostSlime,Spawn_FrostTank,Spawn_FrostCatalyst,Spawn_Frostcaster,Spawn_IceShieldGuard,Spawn_FrostcasterElite,Spawn_FrostGunner,Spawn_IceWall,IceShield_Broken_Count,IceShield_Dmg_Absorbed,Catalyst_Burst_Count,Catalyst_Burst_Affected_Count,IceWall_Accelerated_Count,Frostcaster_Cast_Count,Frostcaster_Walls_Per_Cast_Total,IceWall_Hatch_Count,Monster_Berserk_Applied_Count,IceWall_Peak_Count,Tower_Freeze_Count,Tower_Freeze_Duration,IceSpike_Intercepted_Count,IceSpike_Hit_Count,Glacial_IceWall_Build_Count,Glacial_FreezeRay_Count,Glacial_Charge_Count,Glacial_AbsZero_Count,Glacial_AbsZero_Interrupted
1,Mix,3,Win,44.6,20,0,0,0,0,20,2000,1000,2000,1000,0,0,0,0,0.00,20245,0,0,0,1645,8,186,0.01,20245,0,0,0.0,1000,0.10,0.50,Deal,ShieldLoss→BaseDamagePercent,护盾-100|攻击力+15%,0,0,0.0,0.0,0.0,0.0,0,0,1,0,0,0.0,None,1.00,0,0,0,0,"Impact>Crit","Impact:1|Crit:1",0,1300,20000,454.3,0,380,100,0.00,20,0,0,0,0,20,Chapter01_05,0,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
2,A,5,Win,55.2,15,0,3,0,0,18,2000,900,2000,900,0,0,0,0,0.60,44714,0,0,0,9729,33,261,0.04,44714,0,0,0.0,1150,0.13,0.50,Deal,ShieldLoss→BaseDamagePercent,护盾-100|攻击力+15%,0,0,0.0,0.0,0.0,0.0,0,0,2,0,0,0.0,None,1.00,0,0,0,0,"Impact>Crit>Focus>Focus","Impact:1|Crit:1|Focus:2",0,2213,42900,809.9,0,460,150,0.00,15,0,3,0,0,18,Chapter01_05,0,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
3,A,7,Win,46.8,16,24,1,0,0,41,2000,800,2000,800,0,0,0,0,0.22,44516,0,0,0,13030,34,186,0.09,44516,0,0,0.0,1650,0.13,0.50,Deal,HealthLoss→BaseDamageFlat,血量-150|攻击力+300,0,0,0.0,0.0,0.0,0.0,0,0,3,0,0,0.0,None,1.00,0,0,0,0,"Impact>Crit>Focus>Focus>Crit>Focus","Impact:1|Crit:2|Focus:3",0,4238,40320,951.1,0,704,177,0.00,16,24,1,0,0,41,Chapter01_05,0,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
4,A,9,Win,61.6,16,6,1,6,0,29,1850,800,1850,800,0,0,0,0,0.18,58586,0,0,0,22423,37,149,0.08,58586,0,0,0.0,2340,0.19,0.50,Deal,HealthLoss→BaseDamagePercent,血量-150|攻击力+18%,0,0,0.0,0.0,0.0,0.0,0,0,4,0,0,0.0,None,1.00,0,0,0,0,"Impact>Crit>Focus>Focus>Crit>Focus>Crit>Focus","Impact:1|Crit:3|Focus:4",0,4143,53820,950.7,0,696,183,0.00,16,6,1,6,0,29,Chapter01_05,0,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
5,A,11,Win,36.3,40,13,0,0,1,54,1700,800,1700,780,20,20,0,20,0.28,109879,0,0,0,42848,49,181,0.12,109879,0,0,0.0,3094,0.19,0.50,Deal,HealthLoss→BaseDamagePercent,血量-80|攻击力+12%,0,0,0.0,0.0,0.0,0.0,0,0,5,0,0,0.0,None,1.00,0,0,0,0,"Impact>Crit>Focus>Focus>Crit>Focus>Crit>Focus>Focus>Crit","Impact:1|Crit:4|Focus:5",1,10728,97800,3027.9,1,1008,264,0.00,40,13,0,0,1,54,Chapter01_05,0,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
6,A,14,Win,61.5,20,8,5,0,1,34,1620,780,1620,760,20,20,0,20,0.68,160582,545,0,0,76008,88,259,0.07,161127,0,0,0.0,3406,0.22,0.50,Deal,ShieldLoss→CritRatePercent,护盾-100|暴击率+5%,0,0,0.0,0.0,0.0,0.0,0,0,6,0,0,0.0,None,1.00,0,0,0,0,"Impact>Crit>Focus>Focus>Crit>Focus>Crit>Focus>Focus>Crit>Prism>Crit>Impact","Impact:2|Crit:5|Focus:5|Prism:1",0,9157,149760,2619.7,1,1248,274,0.00,20,8,5,0,1,34,Chapter01_05,0,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
7,A,16,Win,51.4,0,20,2,6,1,29,1620,660,1620,620,40,40,0,40,0.29,114203,6975,0,0,66240,83,175,0.07,121179,0,0,0.0,3406,0.30,0.50,Deal,HealthLoss→BaseDamagePercent,血量-80|攻击力+12%,0,0,0.0,0.0,0.0,0.0,0,0,7,0,0,0.0,None,1.00,0,0,0,0,"Impact>Crit>Focus>Focus>Crit>Focus>Crit>Focus>Focus>Crit>Prism>Crit>Impact>Impact>Impact","Impact:4|Crit:5|Focus:5|Prism:1",0,6853,113300,2358.9,2,840,180,0.00,0,20,2,6,1,29,Chapter01_05,0,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
8,A,17,Win,62.3,12,0,2,10,2,26,1540,620,1540,0,850,620,0,620,0.21,192239,20147,0,0,111273,116,237,0.08,212385,0,0,0.0,3562,0.30,0.50,Supply,HealthRestore,血量+150,0,0,0.0,0.0,0.0,0.0,1,0,7,0,0,0.0,None,1.00,0,0,0,0,"Impact>Crit>Focus>Focus>Crit>Focus>Crit>Focus>Focus>Crit>Prism>Crit>Impact>Impact>Impact>Impact","Impact:5|Crit:5|Focus:5|Prism:1",1,16100,210600,3411.3,5,1160,230,0.00,12,0,2,10,2,26,Chapter01_05,0,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
9,A,20,Win,83.5,52,14,1,10,3,80,1690,0,1140,0,550,0,0,550,0.06,377930,53033,0,0,247002,303,609,0.05,430964,0,0,0.0,3562,0.30,0.50,Supply,HealthRestore,血量+250,0,0,0.0,0.0,0.0,0.0,2,0,7,0,0,0.0,None,1.00,0,0,0,0,"Impact>Crit>Focus>Focus>Crit>Focus>Crit>Focus>Focus>Crit>Prism>Crit>Impact>Impact>Impact>Impact>Power>Power>Power","Impact:5|Crit:5|Focus:5|Prism:1|Power:3",1,18942,422730,5159.9,11,2304,457,0.00,52,14,1,10,3,80,Chapter01_05,0,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
10,A,20,Win,24.3,0,8,0,0,0,8,1390,0,1140,0,0,0,500,250,0.00,11163,645,0,0,8173,4,6,0.73,11808,0,0,0.0,4030,0.30,0.50,None,None,None,0,0,0.0,0.0,0.0,0.0,2,0,7,500,0,0.0,Press,0.00,2,1,1,0,"Impact>Crit>Focus>Focus>Crit>Focus>Crit>Focus>Focus>Crit>Prism>Crit>Impact>Impact>Impact>Impact>Power>Power>Power","Impact:5|Crit:5|Focus:5|Prism:1|Power:3",1,9712,0,486.6,2,0,24,0.00,0,0,0,0,0,0,Chapter01_05,180383,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
