Wave,Build_Type,Player_Level,Result,Time_To_Clear,Kill_Slime,Kill_Rusher,Kill_Tank,Kill_Drifter,Kill_Elite,Kill_Total,HP_Start_Hull,HP_Start_Shield,HP_End_Hull,HP_End_Shield,Dmg_From_Mobs,Shield_Dmg_From_Mobs,Dmg_From_Boss,Player_HP_Lost,Tank_Absorbed_Ratio,Dmg_Main_Laser,Dmg_Sub_Laser,Dmg_Explosion,Dmg_Chain,Crit_Damage_Total,Crit_Hit_Count,Normal_Hit_Count,Overkill_Ratio,Dmg_Dealt_Total,Frost_Slow_Count,Frost_Freeze_Count,Frost_Slow_Duration,Panel_DPS,Panel_Crit_Rate,Panel_Laser_Width,Drone_Choice,Drone_Reward_Type,Drone_Reward_Value,Drone_Acc_Health,Drone_Acc_Shield,Drone_Acc_Damage_Pct,Drone_Acc_Crit_Pct,Drone_Acc_Laser_Width,Drone_Acc_Laser_Length,Drone_Count_Supply,Drone_Count_Gacha,Drone_Count_Deal,Boss_Dmg_Collision,Boss_Dmg_Bullet,Boss_Pushback_Time,Boss_Phase,Boss_HP_Remaining,Boss_Charge_Count,Boss_Press_Count,Boss_Summon_Count,Boss_Stun_Count,Skill_Path,Skill_Levels,Overload_Count,DPS_Peak,Enemy_Total_HP,Effective_DPS,Player_Hit_Count,Exp_Gained,Gold_Gained,Time_In_Danger,Spawn_Slime,Spawn_Rusher,Spawn_Tank,Spawn_Drifter,Spawn_Elite,Spawn_Total,Wave_Config_Id,Boss_Dmg_Dealt,Wave_Diff_Mult,Kill_LavaExploder,Kill_LavaSplitter,Kill_LavaGunner,Kill_LavaTank,Kill_LavaElite,Spawn_LavaExploder,Spawn_LavaSplitter,Spawn_LavaGunner,Spawn_LavaTank,Spawn_LavaElite,Spawn_LavaPuddle,Exploder_Death_Count,Exploder_AoE_Dmg_To_Player,Splitter_Death_Count,Splitter_Children_Spawned,Gunner_Bullet_Dmg_To_Player,Dmg_From_Mob_Explosion,Boss_Absorption_Count,Boss_Heal_Total,Gunner_Shots_Fired,Boss_Fireball_Hit_Count,Boss_Fireball_Burst_Count,Boss_Fireball_Intercepted_Count,Puddle_Peak_Count,Kill_FrostSlime,Kill_FrostTank,Kill_FrostCatalyst,Kill_Frostcaster,Kill_IceShieldGuard,Kill_FrostcasterElite,Kill_FrostGunner,Spawn_FrostSlime,Spawn_FrostTank,Spawn_FrostCatalyst,Spawn_Frostcaster,Spawn_IceShieldGuard,Spawn_FrostcasterElite,Spawn_FrostGunner,Spawn_IceWall,IceShield_Broken_Count,IceShield_Dmg_Absorbed,Catalyst_Burst_Count,Catalyst_Burst_Affected_Count,IceWall_Accelerated_Count,Frostcaster_Cast_Count,Frostcaster_Walls_Per_Cast_Total,IceWall_Hatch_Count,Monster_Berserk_Applied_Count,IceWall_Peak_Count,Tower_Freeze_Count,Tower_Freeze_Duration,IceSpike_Intercepted_Count,IceSpike_Hit_Count,Glacial_IceWall_Build_Count,Glacial_FreezeRay_Count,Glacial_Charge_Count,Glacial_AbsZero_Count,Glacial_AbsZero_Interrupted
1,Mix,3,Win,52.5,0,0,0,0,0,22,2000,1000,2000,1000,0,0,0,0,0.00,23380,0,0,0,3200,14,178,0.06,23380,0,0,0.0,1000,0.10,0.50,Deal,HealthLoss→CritRatePercent,血量-80|暴击率+4%,0,0,0.0,0.0,0.0,0.0,0,0,1,0,0,0.0,None,1.00,0,0,0,0,"Power>Prism","Power:1|Prism:1",0,1560,22000,444.9,0,420,110,0.00,0,0,0,0,0,22,Chapter03_01,0,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
2,B,5,Win,58.3,0,0,0,0,0,21,1920,1000,1920,1000,0,0,0,0,0.00,44100,0,0,0,10920,46,277,0.05,44100,0,0,0.0,1200,0.14,0.50,Deal,HealthLoss→BaseDamagePercent,血量-150|攻击力+18%,0,0,0.0,0.0,0.0,0.0,0,0,2,0,0,0.0,None,1.00,0,0,0,0,"Power>Prism>Wide>Reflex","Power:1|Prism:1|Wide:1|Reflex:1",0,2160,42000,755.9,0,520,165,0.00,0,0,0,0,0,21,Chapter03_01,0,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,0,0,0,0,18,3,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
3,B,8,Win,66.1,0,0,0,0,0,64,1770,1000,1770,850,150,150,0,150,0.00,66206,19308,0,0,21425,75,468,0.08,85513,0,0,0.0,1580,0.14,0.65,Deal,HealthLoss→BaseDamagePercent,血量-80|攻击力+12%,0,0,0.0,0.0,0.0,0.0,0,0,3,0,0,0.0,None,1.00,0,0,0,0,"Power>Prism>Wide>Reflex>Power>Prism>Power","Power:3|Prism:2|Wide:1|Reflex:1",1,4298,39900,1294.0,5,700,174,0.00,0,0,0,0,0,22,Chapter03_01,0,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2,0,2,0,0,0,18,2,0,2,0,0,0,6,0,0,0.0,0,0,6,6,42,0,4,0,0.0,0,0,0,0,0,0,0
4,B,9,Win,74.8,0,0,0,0,0,64,1690,850,1690,850,0,0,0,0,0.00,87858,9980,0,0,21629,69,487,0.06,97838,0,0,0.0,1720,0.14,0.65,Deal,HealthLoss→LaserLengthPercent,血量-150|激光长度+7%,0,0,0.0,0.0,0.0,0.0,0,0,4,0,0,0.0,None,1.00,0,0,0,0,"Power>Prism>Wide>Reflex>Power>Prism>Power>Crit","Power:3|Prism:2|Wide:1|Reflex:1|Crit:1",0,4274,49830,1307.9,0,595,181,0.00,0,0,0,0,0,22,Chapter03_01,0,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,56,3,0,2,0,0,3,14,3,0,2,0,0,3,6,0,0,0.0,0,0,6,6,42,0,3,0,0.0,19,0,0,0,0,0,0
5,B,11,Win,59.4,0,0,0,0,0,63,1540,850,1540,850,0,0,0,0,0.00,75779,15913,0,18,24353,68,407,0.08,91710,0,0,0.0,1720,0.13,0.65,Deal,ShieldLoss→CritRatePercent,护盾-100|暴击率+5%,0,0,0.0,0.0,0.0,0.0,0,0,5,0,0,0.0,None,1.00,0,0,0,0,"Power>Prism>Wide>Reflex>Power>Prism>Power>Crit>Power>Chain","Power:4|Prism:2|Wide:1|Reflex:1|Crit:1|Chain:1",0,4338,37320,1543.9,0,608,162,0.00,0,0,0,0,0,16,Chapter03_01,0,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,53,2,3,2,0,0,3,6,2,3,2,0,0,3,6,0,0,3.0,12,3,6,6,47,11,4,0,0.0,16,0,0,0,0,0,0
6,B,13,Win,76.7,0,0,0,0,0,71,1540,750,1540,685,65,0,0,65,0.00,108905,20862,0,4710,39600,112,1094,0.06,134476,0,0,0.0,1800,0.18,0.65,Deal,HealthLoss→LaserWidthPercent,血量-80|激光宽度+8%,0,0,0.0,0.0,0.0,0.0,0,0,6,0,0,0.0,None,1.00,0,0,0,0,"Power>Prism>Wide>Reflex>Power>Prism>Power>Crit>Power>Chain>Chain","Power:4|Prism:2|Wide:1|Reflex:1|Crit:1|Chain:2",0,4649,70460,1752.4,1,1033,203,0.00,0,0,0,0,0,20,Chapter03_01,0,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,43,0,0,0,0,59,2,3,2,1,0,4,8,2,3,2,1,0,4,6,1,15028.42,3.0,15,5,6,6,51,12,4,0,0.0,41,0,0,0,0,0,0
7,B,14,Win,105.6,0,0,0,0,0,111,1460,685,1460,375,310,310,0,310,0.00,133084,38048,0,3797,49387,150,1359,0.06,174929,0,0,0.0,1700,0.18,0.69,Deal,HealthLoss→BaseDamageFlat,血量-150|攻击力+300,0,0,0.0,0.0,0.0,0.0,0,0,7,0,0,0.0,None,1.00,0,0,0,0,"Power>Prism>Wide>Reflex>Power>Prism>Power>Crit>Power>Chain>Chain>Power>Crit","Power:5|Prism:2|Wide:1|Reflex:1|Crit:2|Chain:2",0,6914,73780,1656.1,3,1153,252,0.00,0,0,0,0,0,19,Chapter03_01,0,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,98,3,3,2,0,1,4,6,3,3,2,0,1,4,13,0,0,3.0,13,3,11,13,92,7,4,0,0.0,36,0,0,0,0,0,0
8,B,16,Win,78.0,0,0,0,0,0,67,1310,375,1310,375,0,0,0,0,0.00,105937,29859,0,2249,40168,91,725,0.07,138044,0,0,0.0,2210,0.16,0.69,Deal,ShieldLoss→BaseDamagePercent,护盾-100|攻击力+15%,0,0,0.0,0.0,0.0,0.0,0,0,8,0,0,0.0,None,1.00,0,0,0,0,"Power>Prism>Wide>Reflex>Power>Prism>Power>Crit>Power>Chain>Chain>Power>Crit>Impact>Crit","Power:5|Prism:2|Wide:1|Reflex:1|Crit:3|Chain:2|Impact:1",0,5734,74550,1770.8,0,1029,192,0.00,0,0,0,0,0,16,Chapter03_01,0,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,55,2,4,2,1,0,3,4,2,4,2,1,0,3,6,1,15069.99,4.0,14,5,6,6,51,9,4,0,0.0,20,0,0,0,0,0,0
9,B,17,Win,68.7,0,0,0,0,0,102,1310,275,1310,245,30,30,0,30,0.00,107928,69851,0,5253,63538,122,1001,0.11,183033,0,0,0.0,2405,0.19,0.69,Supply,HealthRestore,血量+250,0,0,0.0,0.0,0.0,0.0,1,0,8,0,0,0.0,None,1.00,0,0,0,0,"Power>Prism>Wide>Reflex>Power>Prism>Power>Crit>Power>Chain>Chain>Power>Crit>Impact>Crit>Crit","Power:5|Prism:2|Wide:1|Reflex:1|Crit:4|Chain:2|Impact:1",1,11088,77120,2663.4,1,1044,216,0.00,0,0,0,0,0,22,Chapter03_01,0,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,90,2,4,2,0,1,3,10,2,4,2,0,1,3,13,0,0,4.0,15,4,9,13,80,15,4,0,0.0,17,0,0,0,0,0,0
10,B,17,Loss,134.0,0,0,0,0,0,86,1560,245,0,0,0,0,2500,1805,0.00,93968,16799,0,1953,45022,75,477,0.21,112720,0,0,0.0,2405,0.22,0.69,None,None,None,0,0,0.0,0.0,0.0,0.0,1,0,8,2500,0,0.0,Charge,0.43,10,0,6,4,"Power>Prism>Wide>Reflex>Power>Prism>Power>Crit>Power>Chain>Chain>Power>Crit>Impact>Crit>Crit","Power:5|Prism:2|Wide:1|Reflex:1|Crit:4|Chain:2|Impact:1",2,3644,0,841.0,10,0,86,27.44,0,0,0,0,0,0,Chapter03_01,371345,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,92,0,5,10,13.0,0,0,6,1,10,3,0
