Wave,Build_Type,Player_Level,Result,Time_To_Clear,Kill_Slime,Kill_Rusher,Kill_Tank,Kill_Drifter,Kill_Elite,Kill_Total,HP_Start_Hull,HP_Start_Shield,HP_End_Hull,HP_End_Shield,Dmg_From_Mobs,Shield_Dmg_From_Mobs,Dmg_From_Boss,Player_HP_Lost,Tank_Absorbed_Ratio,Dmg_Main_Laser,Dmg_Sub_Laser,Dmg_Explosion,Dmg_Chain,Crit_Damage_Total,Crit_Hit_Count,Normal_Hit_Count,Overkill_Ratio,Dmg_Dealt_Total,Frost_Slow_Count,Frost_Freeze_Count,Frost_Slow_Duration,Panel_DPS,Panel_Crit_Rate,Panel_Laser_Width,Drone_Choice,Drone_Reward_Type,Drone_Reward_Value,Drone_Acc_Health,Drone_Acc_Shield,Drone_Acc_Damage_Pct,Drone_Acc_Crit_Pct,Drone_Acc_Laser_Width,Drone_Acc_Laser_Length,Drone_Count_Supply,Drone_Count_Gacha,Drone_Count_Deal,Boss_Dmg_Collision,Boss_Dmg_Bullet,Boss_Pushback_Time,Boss_Phase,Boss_HP_Remaining,Boss_Charge_Count,Boss_Press_Count,Boss_Summon_Count,Boss_Stun_Count,Skill_Path,Skill_Levels,Overload_Count,DPS_Peak,Enemy_Total_HP,Effective_DPS,Player_Hit_Count,Exp_Gained,Gold_Gained,Time_In_Danger,Spawn_Slime,Spawn_Rusher,Spawn_Tank,Spawn_Drifter,Spawn_Elite,Spawn_Total,Wave_Config_Id,Boss_Dmg_Dealt,Wave_Diff_Mult
1,Mix,3,Win,40.8,19,0,0,0,0,19,2000,1000,2000,1000,0,0,0,0,0.00,20550,0,0,450,3200,16,259,0.03,21000,0,0,0.0,1000,0.10,0.50,Gacha_Epic,CritRatePercent,激光暴击率+16%,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0.0,None,1.00,0,0,0,0,"Chain>Chain","Chain:2",0,1180,20000,515.2,0,380,95,0.00,20,0,0,0,0,20,Chapter01_01_Test,0,1.00
2,Mix,5,Win,57.9,15,0,2,0,0,17,2000,1000,2000,1000,0,0,0,0,0.59,43618,0,0,1818,12400,62,678,0.02,45436,0,0,0.0,1000,0.18,0.50,Gacha,LaserWidthPercent,激光宽度+10%,0,0,0.0,0.0,0.0,0.0,0,2,0,0,0,0.0,None,1.00,0,0,0,0,"Chain>Chain>Prism>Prism","Chain:2|Prism:2",0,2279,42900,785.3,0,460,125,0.00,15,0,3,0,0,18,Chapter01_01_Test,0,1.00
3,Mix,7,Win,45.3,15,24,1,0,0,40,2000,1000,2000,1000,0,0,0,0,0.22,38998,3245,0,998,13610,62,445,0.04,43240,0,0,0.0,1000,0.18,0.53,Gacha_Coin,CoinReward,金币+100,0,0,0.0,0.0,0.0,0.0,0,3,0,0,0,0.0,None,1.00,0,0,0,0,"Chain>Chain>Prism>Prism>Chain>Prism","Chain:3|Prism:3",1,4767,40320,955.3,0,724,172,0.00,16,24,1,0,0,41,Chapter01_01_Test,0,1.00
4,B,9,Win,83.3,16,6,1,5,0,28,2000,1000,2000,850,150,150,0,150,0.18,43066,12180,0,2366,17780,97,905,0.03,57612,0,0,0.0,1000,0.18,0.53,Gacha_Coin,CoinReward,金币+50,0,0,0.0,0.0,0.0,0.0,0,4,0,0,0,0.0,None,1.00,0,0,0,0,"Chain>Chain>Prism>Prism>Chain>Prism>Prism>Wide","Chain:3|Prism:4|Wide:1",0,3946,53820,691.3,1,696,173,0.00,16,6,1,6,0,29,Chapter01_01_Test,0,1.00
5,B,11,Win,32.9,40,12,0,0,0,52,2000,850,2000,830,20,20,0,20,0.00,42563,28840,0,4163,20700,114,1470,0.05,75567,0,0,0.0,1000,0.18,0.60,Gacha_Epic,LaserWidthPercent,激光宽度+12%,0,0,0.0,0.0,0.0,0.0,0,5,0,0,0,0.0,None,1.00,0,0,0,0,"Chain>Chain>Prism>Prism>Chain>Prism>Prism>Wide>Prism>Chain","Chain:4|Prism:5|Wide:1",1,7109,67800,2296.6,1,960,236,0.00,40,13,0,0,0,53,Chapter01_01_Test,0,1.00
6,B,14,Win,75.8,20,8,4,0,1,33,2000,830,2000,770,60,60,0,60,0.72,101556,48720,0,12556,42680,247,3926,0.01,162832,0,0,0.0,1000,0.18,0.66,Gacha,BaseDamagePercent,激光攻击力+10%,0,0,0.0,0.0,0.0,0.0,0,6,0,0,0,0.0,None,1.00,0,0,0,0,"Chain>Chain>Prism>Prism>Chain>Prism>Prism>Wide>Prism>Chain>Chain>Wide>Reflex","Chain:5|Prism:5|Wide:2|Reflex:1",0,5750,149760,2148.2,2,1248,249,0.00,20,8,5,0,1,34,Chapter01_01_Test,0,1.00
7,B,14,Win,69.7,0,20,0,5,0,25,2000,770,2000,280,490,490,0,490,0.00,21275,24448,0,485,14355,87,534,0.02,46208,0,0,0.0,1100,0.18,0.70,Gacha,BaseDamageFlat,激光攻击力+150,0,0,0.0,0.0,0.0,0.0,0,7,0,0,0,0.0,None,1.00,0,0,0,0,"Chain>Chain>Prism>Prism>Chain>Prism>Prism>Wide>Prism>Chain>Chain>Wide>Reflex","Chain:5|Prism:5|Wide:2|Reflex:1",0,2358,50600,663.4,5,520,110,0.00,0,20,0,6,0,26,Chapter01_01_Test,0,1.00
8,B,16,Win,76.4,12,0,2,6,1,21,2000,280,2000,0,330,280,0,280,0.25,98701,73745,0,8471,43703,228,2728,0.09,180917,0,0,0.0,1265,0.18,0.70,Gacha_Coin,CoinReward,金币+100,0,0,0.0,0.0,0.0,0.0,0,8,0,0,0,0.0,None,1.00,0,0,0,0,"Chain>Chain>Prism>Prism>Chain>Prism>Prism>Wide>Prism>Chain>Chain>Wide>Reflex>Reflex>Wide","Chain:5|Prism:5|Wide:3|Reflex:2",0,24136,156600,2368.7,3,840,180,0.00,12,0,2,7,1,22,Chapter01_01_Test,0,1.00
9,B,17,Win,56.7,24,14,0,5,0,43,2000,0,1710,0,290,0,0,290,0.16,70039,93916,0,6941,50914,262,2449,0.02,170895,0,0,0.0,1265,0.18,0.80,Gacha,CritRatePercent,激光暴击率+3%,0,0,0.0,0.0,0.0,0.0,0,9,0,0,0,0.0,None,1.00,0,0,0,0,"Chain>Chain>Prism>Prism>Chain>Prism>Prism>Wide>Prism>Chain>Chain>Wide>Reflex>Reflex>Wide>Wide","Chain:5|Prism:5|Wide:4|Reflex:2",1,14968,165330,3011.8,7,904,212,0.00,24,14,1,5,0,44,Chapter01_01_Test,0,1.00
10,B,17,Win,35.8,0,8,0,0,0,8,1710,0,960,0,0,0,750,750,0.00,69,3684,0,69,1311,9,52,0.14,3822,0,0,0.0,1265,0.21,0.90,None,None,None,0,0,0.0,0.0,0.0,0.0,0,9,0,750,0,1.5,Summon,0.00,3,1,2,1,"Chain>Chain>Prism>Prism>Chain>Prism>Prism>Wide>Prism>Chain>Chain>Wide>Reflex>Reflex>Wide>Wide","Chain:5|Prism:5|Wide:4|Reflex:2",1,2164,0,106.9,3,0,24,0.00,0,0,0,0,0,0,Chapter01_01_Test,120335,1.00
