Wave,Build_Type,Player_Level,Result,Time_To_Clear,Kill_Slime,Kill_Rusher,Kill_Tank,Kill_Drifter,Kill_Elite,Kill_Total,HP_Start_Hull,HP_Start_Shield,HP_End_Hull,HP_End_Shield,Dmg_From_Mobs,Shield_Dmg_From_Mobs,Dmg_From_Boss,Player_HP_Lost,Tank_Absorbed_Ratio,Dmg_Main_Laser,Dmg_Sub_Laser,Dmg_Explosion,Dmg_Chain,Crit_Damage_Total,Crit_Hit_Count,Normal_Hit_Count,Overkill_Ratio,Dmg_Dealt_Total,Frost_Slow_Count,Frost_Freeze_Count,Frost_Slow_Duration,Panel_DPS,Panel_Crit_Rate,Panel_Laser_Width,Drone_Choice,Drone_Reward_Type,Drone_Reward_Value,Drone_Acc_Health,Drone_Acc_Shield,Drone_Acc_Damage_Pct,Drone_Acc_Crit_Pct,Drone_Acc_Laser_Width,Drone_Acc_Laser_Length,Drone_Count_Supply,Drone_Count_Gacha,Drone_Count_Deal,Boss_Dmg_Collision,Boss_Dmg_Bullet,Boss_Pushback_Time,Boss_Phase,Boss_HP_Remaining,Boss_Charge_Count,Boss_Press_Count,Boss_Summon_Count,Boss_Stun_Count,Skill_Path,Skill_Levels,Overload_Count,DPS_Peak,Enemy_Total_HP,Effective_DPS,Player_Hit_Count,Exp_Gained,Gold_Gained,Time_In_Danger,Spawn_Slime,Spawn_Rusher,Spawn_Tank,Spawn_Drifter,Spawn_Elite,Spawn_Total,Wave_Config_Id,Boss_Dmg_Dealt,Wave_Diff_Mult
1,Mix,3,Win,42.5,19,0,0,0,0,19,2000,1000,2000,1000,0,0,0,0,0.00,20570,0,0,270,4000,20,217,0.03,20840,0,0,0.0,1000,0.10,0.50,Supply,ShieldRestore,护盾值+100,0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0.0,None,1.00,0,0,0,0,"Chain>Prism","Chain:1|Prism:1",0,1900,20000,490.3,0,380,95,0.00,20,0,0,0,0,20,Chapter01_01_Test,0,1.00
2,Mix,5,Win,55.3,15,0,2,0,0,17,2000,1000,2000,1000,0,0,0,0,0.59,42171,1430,0,2171,7510,38,786,0.02,45772,0,0,0.0,1000,0.10,0.50,Supply,HealthRestore,生命值+150,0,0,0.0,0.0,0.0,0.0,2,0,0,0,0,0.0,None,1.00,0,0,0,0,"Chain>Prism>Prism>Prism","Chain:1|Prism:3",0,2180,42900,827.3,0,460,125,0.00,15,0,3,0,0,18,Chapter01_01_Test,0,1.00
3,Mix,7,Win,49.7,16,24,0,0,0,40,2000,1000,2000,1000,0,0,0,0,0.22,30368,11340,0,1168,6920,37,640,0.03,42876,0,0,0.0,1000,0.10,0.50,Supply,HealthRestore,生命值+150,0,0,0.0,0.0,0.0,0.0,3,0,0,0,0,0.0,None,1.00,0,0,0,0,"Chain>Prism>Prism>Prism>Prism>Prism","Chain:1|Prism:5",0,2360,40320,862.4,0,704,152,0.00,16,24,1,0,0,41,Chapter01_01_Test,0,1.00
4,B,9,Win,58.4,16,6,1,5,0,28,2000,1000,2000,850,150,150,0,150,0.18,37948,17500,0,2048,9040,50,981,0.02,57496,0,0,0.0,1000,0.10,0.50,Supply,HealthRestore,生命值+150,0,0,0.0,0.0,0.0,0.0,4,0,0,0,0,0.0,None,1.00,0,0,0,0,"Chain>Prism>Prism>Prism>Prism>Prism>Chain>Wide","Chain:2|Prism:5|Wide:1",0,3090,53820,983.8,1,696,173,0.00,16,6,1,6,0,29,Chapter01_01_Test,0,1.00
5,B,11,Win,33.3,40,12,0,0,0,52,2000,850,2000,750,100,100,0,100,0.00,39584,29470,0,3584,12800,76,1483,0.03,72639,0,0,0.0,1000,0.10,0.60,Supply,HealthRestore,生命值+150,0,0,0.0,0.0,0.0,0.0,5,0,0,0,0,0.0,None,1.00,0,0,0,0,"Chain>Prism>Prism>Prism>Prism>Prism>Chain>Wide>Wide>Wide","Chain:2|Prism:5|Wide:3",0,7672,67800,2179.5,4,976,236,0.00,40,13,0,0,0,53,Chapter01_01_Test,0,1.00
6,B,14,Win,81.8,20,8,4,0,1,33,2000,750,2000,730,20,20,0,20,0.72,90863,59990,0,12463,22020,132,4357,0.01,163317,0,0,0.0,1000,0.10,0.80,Supply,HealthRestore,生命值+150,0,0,0.0,0.0,0.0,0.0,6,0,0,0,0,0.0,None,1.00,0,0,0,0,"Chain>Prism>Prism>Prism>Prism>Prism>Chain>Wide>Wide>Wide>Wide>Wide>Chain","Chain:3|Prism:5|Wide:5",0,4739,149760,1996.0,1,1248,249,0.00,20,8,5,0,1,34,Chapter01_01_Test,0,1.00
7,B,14,Win,42.2,0,20,0,5,0,25,2000,730,2000,30,700,700,0,700,0.00,28463,15960,0,963,9240,54,623,0.02,45386,0,0,0.0,1000,0.10,1.00,Supply,ShieldRestore,护盾值+200,0,0,0.0,0.0,0.0,0.0,7,0,0,0,0,0.0,None,1.00,0,0,0,0,"Chain>Prism>Prism>Prism>Prism>Prism>Chain>Wide>Wide>Wide>Wide>Wide>Chain","Chain:3|Prism:5|Wide:5",0,2804,50600,1075.3,9,480,110,0.00,0,20,0,6,0,26,Chapter01_01_Test,0,1.00
8,B,16,Win,105.7,12,0,2,6,1,21,2000,230,2000,0,240,230,0,230,0.26,95297,70420,0,8298,23100,123,3134,0.06,174015,0,0,0.0,1000,0.10,1.00,Supply,HealthRestore,生命值+250,0,0,0.0,0.0,0.0,0.0,8,0,0,0,0,0.0,None,1.00,0,0,0,0,"Chain>Prism>Prism>Prism>Prism>Prism>Chain>Wide>Wide>Wide>Wide>Wide>Chain>Chain>Chain","Chain:5|Prism:5|Wide:5",1,16063,156600,1646.2,4,840,180,0.00,12,0,2,7,1,22,Chapter01_01_Test,0,1.00
9,B,17,Win,73.7,24,14,1,4,0,43,2000,0,1420,0,580,0,0,580,0.17,68789,85351,0,5649,30121,157,2529,0.01,159789,0,0,0.0,1000,0.10,1.00,Supply,HealthRestore,生命值+250,0,0,0.0,0.0,0.0,0.0,9,0,0,0,0,0.0,None,1.00,0,0,0,0,"Chain>Prism>Prism>Prism>Prism>Prism>Chain>Wide>Wide>Wide>Wide>Wide>Chain>Chain>Chain>Crit","Chain:5|Prism:5|Wide:5|Crit:1",1,15508,165330,2167.3,12,944,227,0.00,24,14,1,5,0,44,Chapter01_01_Test,0,1.00
10,B,17,Win,46.2,0,16,0,0,0,16,1670,0,1170,0,0,0,500,500,0.00,1947,5653,0,217,1183,6,110,0.15,7817,0,0,0.0,1000,0.13,1.00,None,None,None,0,0,0.0,0.0,0.0,0.0,9,0,0,500,0,3.8,Press,0.00,2,3,2,2,"Chain>Prism>Prism>Prism>Prism>Prism>Chain>Wide>Wide>Wide>Wide>Wide>Chain>Chain>Chain>Crit","Chain:5|Prism:5|Wide:5|Crit:1",1,3550,0,169.3,2,0,48,0.00,0,0,0,0,0,0,Chapter01_01_Test,120001,1.00
