Wave,Build_Type,Player_Level,Result,Time_To_Clear,Kill_Slime,Kill_Rusher,Kill_Tank,Kill_Drifter,Kill_Elite,Kill_Total,HP_Start_Hull,HP_Start_Shield,HP_End_Hull,HP_End_Shield,Dmg_From_Mobs,Shield_Dmg_From_Mobs,Dmg_From_Boss,Player_HP_Lost,Tank_Absorbed_Ratio,Dmg_Main_Laser,Dmg_Sub_Laser,Dmg_Explosion,Dmg_Chain,Crit_Damage_Total,Crit_Hit_Count,Normal_Hit_Count,Overkill_Ratio,Dmg_Dealt_Total,Frost_Slow_Count,Frost_Freeze_Count,Frost_Slow_Duration,Panel_DPS,Panel_Crit_Rate,Panel_Laser_Width,Drone_Choice,Drone_Reward_Type,Drone_Reward_Value,Drone_Acc_Health,Drone_Acc_Shield,Drone_Acc_Damage_Pct,Drone_Acc_Crit_Pct,Drone_Acc_Laser_Width,Drone_Acc_Laser_Length,Drone_Count_Supply,Drone_Count_Gacha,Drone_Count_Deal,Boss_Dmg_Collision,Boss_Dmg_Bullet,Boss_Pushback_Time,Boss_Phase,Boss_HP_Remaining,Boss_Charge_Count,Boss_Press_Count,Boss_Summon_Count,Boss_Stun_Count,Skill_Path,Skill_Levels,Overload_Count,DPS_Peak,Enemy_Total_HP,Effective_DPS,Player_Hit_Count,Exp_Gained,Gold_Gained,Time_In_Danger,Spawn_Slime,Spawn_Rusher,Spawn_Tank,Spawn_Drifter,Spawn_Elite,Spawn_Total,Wave_Config_Id,Boss_Dmg_Dealt,Wave_Diff_Mult
1,Mix,3,Win,55.9,0,0,0,0,0,0,2000,1000,2000,820,180,180,0,180,0.00,50000,4680,0,0,9800,55,507,0.03,54680,0,0,0.0,1000,0.10,0.50,Deal,ShieldLoss→BaseDamagePercent,护盾值-100|激光攻击力+15%,0,0,0.0,0.0,0.0,0.0,0,0,1,0,0,0.0,None,1.00,0,0,0,0,"Prism>Reflex","Prism:1|Reflex:1",0,2540,8250,977.6,6,473,220,0.00,0,0,0,0,0,0,Chapter02_01,0,1.00
2,Mix,6,Win,53.8,0,0,0,0,0,0,2000,720,2000,660,60,60,0,60,0.00,51313,19014,0,0,11454,57,580,0.07,70327,0,0,0.0,1150,0.10,0.50,Deal,HealthLoss→BaseDamagePercent,生命值-80|激光攻击力+12%,0,0,0.0,0.0,0.0,0.0,0,0,2,0,0,0.0,None,1.00,0,0,0,0,"Prism>Reflex>Reflex>Reflex>Prism","Prism:2|Reflex:3",1,5060,11800,1307.9,2,546,252,0.00,0,0,0,0,0,0,Chapter02_01,0,1.00
3,Mix,7,Win,58.0,0,0,0,0,0,0,1920,660,1920,660,0,0,0,0,0.00,51308,21870,0,0,11278,57,604,0.04,73178,0,0,0.0,1270,0.10,0.50,Deal,HealthLoss→CritRatePercent,生命值-80|激光暴击率+4%,0,0,0.0,0.0,0.0,0.0,0,0,3,0,0,0.0,None,1.00,0,0,0,0,"Prism>Reflex>Reflex>Reflex>Prism>Reflex","Prism:2|Reflex:4",0,3804,23200,1261.5,0,568,268,0.00,0,0,0,0,0,0,Chapter02_01,0,1.00
4,Mix,9,Win,67.9,0,0,0,0,0,0,1840,660,1840,480,180,180,0,180,0.00,58241,19400,0,0,19294,91,526,0.04,77640,0,0,0.0,1270,0.14,0.50,Deal,HealthLoss→LaserLengthPercent,生命值-150|激光长度+15%,0,0,0.0,0.0,0.0,0.0,0,0,4,0,0,0.0,None,1.00,0,0,0,0,"Prism>Reflex>Reflex>Reflex>Prism>Reflex>Prism>Reflex","Prism:3|Reflex:5",0,3404,26730,1142.9,6,615,288,0.00,0,0,0,0,0,0,Chapter02_01,0,1.00
5,B,11,Win,58.8,0,0,0,0,0,0,1690,480,1690,330,150,150,0,150,0.00,64222,33480,0,0,23955,77,481,0.06,97702,0,0,0.0,1970,0.14,0.50,Supply,HealthRestore,生命值+250,0,0,0.0,0.0,0.0,0.0,1,0,4,0,0,0.0,None,1.00,0,0,0,0,"Prism>Reflex>Reflex>Reflex>Prism>Reflex>Prism>Reflex>Wide>Prism","Prism:4|Reflex:5|Wide:1",0,7112,31274,1660.9,5,737,334,0.00,0,0,0,0,0,0,Chapter02_01,0,1.00
6,B,12,Win,63.6,0,0,0,0,0,0,1940,330,1940,330,0,0,0,0,0.00,79588,29235,0,0,25925,73,470,0.05,108823,0,0,0.0,1970,0.14,0.60,Deal,HealthLoss→BaseDamageFlat,生命值-150|激光攻击力+300,0,0,0.0,0.0,0.0,0.0,1,0,5,0,0,0.0,None,1.00,0,0,0,0,"Prism>Reflex>Reflex>Reflex>Prism>Reflex>Prism>Reflex>Wide>Prism>Prism","Prism:5|Reflex:5|Wide:1",0,6836,49200,1711.8,0,738,301,0.00,0,0,0,0,0,0,Chapter02_01,0,1.00
7,B,13,Win,72.9,0,0,0,0,0,0,1790,330,1790,240,90,90,0,90,0.00,52451,80973,0,0,30765,112,710,0.04,133425,0,0,0.0,2561,0.14,0.60,Deal,HealthLoss→LaserLengthPercent,生命值-150|激光长度+15%,0,0,0.0,0.0,0.0,0.0,1,0,6,0,0,0.0,None,1.00,0,0,0,0,"Prism>Reflex>Reflex>Reflex>Prism>Reflex>Prism>Reflex>Wide>Prism>Prism>Power","Prism:5|Reflex:5|Wide:1|Power:1",0,6848,73005,1829.2,3,846,317,0.00,0,0,0,0,0,0,Chapter02_01,0,1.00
8,B,16,Win,71.9,0,0,0,0,0,0,1640,240,1640,240,0,0,0,0,0.00,117676,55146,0,0,43147,126,756,0.04,172822,0,0,0.0,1950,0.14,0.70,Supply,ShieldRestore,护盾值+100,0,0,0.0,0.0,0.0,0.0,2,0,6,0,0,0.0,None,1.00,0,0,0,0,"Prism>Reflex>Reflex>Reflex>Prism>Reflex>Prism>Reflex>Wide>Prism>Prism>Power>Wide>Wide>Power","Prism:5|Reflex:5|Wide:3|Power:2",0,9633,69160,2403.1,0,1331,454,0.00,0,0,0,0,0,0,Chapter02_01,0,1.00
9,B,18,Win,64.3,0,0,0,0,0,0,1640,340,1640,280,60,60,0,60,0.00,124306,153772,0,0,67813,207,1298,0.05,278080,0,0,0.0,1820,0.14,0.80,Deal,HealthLoss→BaseDamageFlat,生命值-150|激光攻击力+300,0,0,0.0,0.0,0.0,0.0,2,0,7,0,0,0.0,None,1.00,0,0,0,0,"Prism>Reflex>Reflex>Reflex>Prism>Reflex>Prism>Reflex>Wide>Prism>Prism>Power>Wide>Wide>Power>Wide>Wide","Prism:5|Reflex:5|Wide:5|Power:2",1,24898,101080,4325.0,2,1708,682,0.00,0,0,0,0,0,0,Chapter02_01,0,1.00
10,B,18,Win,60.5,0,0,0,0,0,0,1490,280,730,0,40,0,1000,1040,0.00,2912,18189,0,0,5645,18,93,0.14,21101,0,0,0.0,2240,0.14,1.00,None,None,None,0,0,0.0,0.0,0.0,0.0,2,0,7,1000,0,0.8,Press,0.00,5,1,4,1,"Prism>Reflex>Reflex>Reflex>Prism>Reflex>Prism>Reflex>Wide>Prism>Prism>Power>Wide>Wide>Power>Wide>Wide","Prism:5|Reflex:5|Wide:5|Power:2",0,2397,0,348.6,5,0,78,0.00,0,0,0,0,0,0,Chapter02_01,182031,1.00
