Wave,Build_Type,Player_Level,Result,Time_To_Clear,Kill_Slime,Kill_Rusher,Kill_Tank,Kill_Drifter,Kill_Elite,Kill_Total,HP_Start_Hull,HP_Start_Shield,HP_End_Hull,HP_End_Shield,Dmg_From_Mobs,Shield_Dmg_From_Mobs,Dmg_From_Boss,Player_HP_Lost,Tank_Absorbed_Ratio,Dmg_Main_Laser,Dmg_Sub_Laser,Dmg_Explosion,Dmg_Chain,Crit_Damage_Total,Crit_Hit_Count,Normal_Hit_Count,Overkill_Ratio,Dmg_Dealt_Total,Frost_Slow_Count,Frost_Freeze_Count,Frost_Slow_Duration,Panel_DPS,Panel_Crit_Rate,Panel_Laser_Width,Drone_Choice,Drone_Reward_Type,Drone_Reward_Value,Drone_Acc_Health,Drone_Acc_Shield,Drone_Acc_Damage_Pct,Drone_Acc_Crit_Pct,Drone_Acc_Laser_Width,Drone_Acc_Laser_Length,Drone_Count_Supply,Drone_Count_Gacha,Drone_Count_Deal,Boss_Dmg_Collision,Boss_Dmg_Bullet,Boss_Pushback_Time,Boss_Phase,Boss_HP_Remaining,Boss_Charge_Count,Boss_Press_Count,Boss_Summon_Count,Boss_Stun_Count,Skill_Path,Skill_Levels,Overload_Count,DPS_Peak,Enemy_Total_HP,Effective_DPS,Player_Hit_Count,Exp_Gained,Gold_Gained,Time_In_Danger,Spawn_Slime,Spawn_Rusher,Spawn_Tank,Spawn_Drifter,Spawn_Elite,Spawn_Total,Wave_Config_Id,Boss_Dmg_Dealt,Wave_Diff_Mult
1,Mix,3,Win,56.6,0,0,0,0,0,0,2000,1000,2000,730,270,270,0,270,0.00,53800,0,0,0,9600,48,442,0.02,53800,66,0,540.0,1000,0.10,0.50,Deal,ShieldLoss→BaseDamagePercent,护盾值-100|激光攻击力+15%,0,0,0.0,0.0,0.0,0.0,0,0,1,0,0,0.0,None,1.00,0,0,0,0,"Frost>FrostSpread","Frost:1|FrostSpread:1",0,2200,8250,950.5,9,473,220,0.00,0,0,0,0,0,0,Chapter02_01,0,1.00
2,Mix,6,Win,55.1,0,0,0,0,0,0,2000,630,2000,150,480,480,0,480,0.00,57627,0,0,0,8648,29,329,0.09,57627,87,0,1060.0,1150,0.10,0.50,Deal,HealthLoss→LaserLengthPercent,生命值-150|激光长度+15%,0,0,0.0,0.0,0.0,0.0,0,0,2,0,0,0.0,None,1.00,0,0,0,0,"Frost>FrostSpread>FrostSpread>Shatter>Shatter","Frost:1|FrostSpread:2|Shatter:2",1,2542,11800,1045.1,16,557,252,0.00,0,0,0,0,0,0,Chapter02_01,0,1.00
3,Mix,7,Win,60.3,0,0,0,0,0,0,1850,150,1850,0,150,150,0,150,0.00,117598,0,240,0,12098,34,348,0.34,117838,94,0,858.0,1150,0.10,0.50,Supply,HealthRestore,生命值+150,0,0,0.0,0.0,0.0,0.0,1,0,2,0,0,0.0,None,1.00,0,0,0,0,"Frost>FrostSpread>FrostSpread>Shatter>Shatter>Shatter","Frost:1|FrostSpread:2|Shatter:3",1,41365,33280,1953.3,5,579,268,0.00,0,0,0,0,0,0,Chapter02_01,0,1.00
4,Mix,9,Win,65.9,0,0,0,0,0,0,2000,0,1910,0,90,0,0,90,0.00,91207,0,480,0,20907,53,363,0.07,91687,81,0,1428.0,1150,0.10,0.50,Supply,HealthRestore,生命值+250,0,0,0.0,0.0,0.0,0.0,2,0,2,0,0,0.0,None,1.00,0,0,0,0,"Frost>FrostSpread>FrostSpread>Shatter>Shatter>Shatter>Frost>Shatter","Frost:2|FrostSpread:2|Shatter:4",0,3278,37290,1392.1,3,615,288,0.00,0,0,0,0,0,0,Chapter02_01,0,1.00
5,Mix,10,Win,59.1,0,0,0,0,0,0,2000,0,1940,0,60,0,0,60,0.00,87239,0,89820,0,13685,31,345,0.21,177059,77,0,1291.5,1150,0.10,0.50,Supply,ShieldFull,护盾重启,0,0,0.0,0.0,0.0,0.0,3,0,2,0,0,0.0,None,1.00,0,0,0,0,"Frost>FrostSpread>FrostSpread>Shatter>Shatter>Shatter>Frost>Shatter>Shatter","Frost:2|FrostSpread:2|Shatter:5",0,18377,42314,2998.0,2,715,334,0.00,0,0,0,0,0,0,Chapter02_01,0,1.00
6,Mix,12,Win,65.4,0,0,0,0,0,0,1940,1000,1940,1000,0,0,0,0,0.00,84617,0,127220,0,17940,36,307,0.21,211837,73,0,1468.5,1150,0.10,0.50,Deal,HealthLoss→CritRatePercent,生命值-80|激光暴击率+4%,0,0,0.0,0.0,0.0,0.0,3,0,3,0,0,0.0,None,1.00,0,0,0,0,"Frost>FrostSpread>FrostSpread>Shatter>Shatter>Shatter>Frost>Shatter>Shatter>FrostSpread>FrostSpread","Frost:2|FrostSpread:4|Shatter:5",0,24495,60720,3238.0,0,727,301,0.00,0,0,0,0,0,0,Chapter02_01,0,1.00
7,Mix,13,Win,84.6,0,0,0,0,0,0,1860,1000,1860,1000,0,0,0,0,0.00,91655,0,205540,0,26266,44,298,0.25,297195,69,0,2112.0,1150,0.14,0.50,Deal,HealthLoss→BaseDamageFlat,生命值-150|激光攻击力+300,0,0,0.0,0.0,0.0,0.0,3,0,4,0,0,0.0,None,1.00,0,0,0,0,"Frost>FrostSpread>FrostSpread>Shatter>Shatter>Shatter>Frost>Shatter>Shatter>FrostSpread>FrostSpread>Frost","Frost:3|FrostSpread:4|Shatter:5",1,47472,85005,3510.9,0,868,317,0.00,0,0,0,0,0,0,Chapter02_01,0,1.00
8,Mix,16,Win,63.4,0,0,0,0,0,0,1710,1000,1710,1000,0,0,0,0,0.00,130603,0,224970,0,35461,55,337,0.19,355574,80,0,2745.0,1495,0.14,0.50,Deal,HealthLoss→LaserWidthPercent,生命值-80|激光宽度+8%,0,0,0.0,0.0,0.0,0.0,3,0,5,0,0,0.0,None,1.00,0,0,0,0,"Frost>FrostSpread>FrostSpread>Shatter>Shatter>Shatter>Frost>Shatter>Shatter>FrostSpread>FrostSpread>Frost>Frost>Frost>FrostSpread","Frost:5|FrostSpread:5|Shatter:5",0,37166,81640,5604.9,0,1331,454,0.00,0,0,0,0,0,0,Chapter02_01,0,1.00
9,Mix,18,Win,68.3,0,0,0,0,0,0,1630,1000,1630,430,570,570,0,570,0.00,174665,0,431160,0,42089,55,430,0.33,605826,133,31,3607.5,1495,0.14,0.54,Supply,HealthRestore,生命值+250,0,0,0.0,0.0,0.0,0.0,4,0,5,0,0,0.0,None,1.00,0,0,0,0,"Frost>FrostSpread>FrostSpread>Shatter>Shatter>Shatter>Frost>Shatter>Shatter>FrostSpread>FrostSpread>Frost>Frost>Frost>FrostSpread>Crit>Crit","Frost:5|FrostSpread:5|Shatter:5|Crit:2",1,88758,121240,8865.8,19,1730,682,0.00,0,0,0,0,0,0,Chapter02_01,0,1.00
10,Mix,18,Win,197.0,0,0,0,0,0,0,1880,430,170,0,120,60,2020,2140,0.00,77785,0,197340,0,31978,45,179,0.22,275125,126,42,1726.3,1495,0.16,0.54,None,None,None,0,0,0.0,0.0,0.0,0.0,4,0,5,1750,270,7.6,Press,0.00,8,2,13,1,"Frost>FrostSpread>FrostSpread>Shatter>Shatter>Shatter>Frost>Shatter>Shatter>FrostSpread>FrostSpread>Frost>Frost>Frost>FrostSpread>Crit>Crit","Frost:5|FrostSpread:5|Shatter:5|Crit:2",1,26420,0,1396.3,281,0,350,0.03,0,0,0,0,0,0,Chapter02_01,190040,1.00
