Wave,Build_Type,Player_Level,Result,Time_To_Clear,Kill_Slime,Kill_Rusher,Kill_Tank,Kill_Drifter,Kill_Elite,Kill_Total,HP_Start_Hull,HP_Start_Shield,HP_End_Hull,HP_End_Shield,Dmg_From_Mobs,Shield_Dmg_From_Mobs,Dmg_From_Boss,Player_HP_Lost,Tank_Absorbed_Ratio,Dmg_Main_Laser,Dmg_Sub_Laser,Dmg_Explosion,Dmg_Chain,Crit_Damage_Total,Crit_Hit_Count,Normal_Hit_Count,Overkill_Ratio,Dmg_Dealt_Total,Frost_Slow_Count,Frost_Freeze_Count,Frost_Slow_Duration,Panel_DPS,Panel_Crit_Rate,Panel_Laser_Width,Drone_Choice,Drone_Reward_Type,Drone_Reward_Value,Drone_Acc_Health,Drone_Acc_Shield,Drone_Acc_Damage_Pct,Drone_Acc_Crit_Pct,Drone_Acc_Laser_Width,Drone_Acc_Laser_Length,Drone_Count_Supply,Drone_Count_Gacha,Drone_Count_Deal,Boss_Dmg_Collision,Boss_Dmg_Bullet,Boss_Pushback_Time,Boss_Phase,Boss_HP_Remaining,Boss_Charge_Count,Boss_Press_Count,Boss_Summon_Count,Boss_Stun_Count,Skill_Path,Skill_Levels,Overload_Count,DPS_Peak,Enemy_Total_HP,Effective_DPS,Player_Hit_Count,Exp_Gained,Gold_Gained,Time_In_Danger,Spawn_Slime,Spawn_Rusher,Spawn_Tank,Spawn_Drifter,Spawn_Elite,Spawn_Total,Wave_Config_Id,Boss_Dmg_Dealt,Wave_Diff_Mult
1,Mix,3,Win,41.7,19,0,0,0,0,19,2000,1000,2000,1000,0,0,0,0,0.00,20200,0,0,0,3600,18,166,0.01,20200,0,0,0.0,1000,0.10,0.50,Gacha,LaserWidthPercent,激光宽度+10%,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0.0,None,1.00,0,0,0,0,"Reflex>Impact","Reflex:1|Impact:1",0,1400,20000,484.1,0,380,95,0.00,20,0,0,0,0,20,Chapter01_01_Test,0,1.00
2,B,5,Win,59.9,15,0,2,0,0,17,2000,1000,2000,1000,0,0,0,0,0.61,43000,0,0,0,9200,46,338,0.00,43000,0,0,0.0,1000,0.10,0.53,Gacha_Negative,NextWaveSpeedBuff,下一波怪物速度+30%,0,0,0.0,0.0,0.0,0.0,0,2,0,0,0,0.0,None,1.00,0,0,0,0,"Reflex>Impact>Wide>Prism","Reflex:1|Impact:1|Wide:1|Prism:1",0,2300,42900,717.9,0,460,125,0.00,15,0,3,0,0,18,Chapter01_01_Test,0,1.00
3,B,7,Win,47.8,16,24,0,0,0,40,2000,1000,2000,1000,0,0,0,0,0.22,42780,520,0,0,7204,26,268,0.07,43300,26,0,126.0,1000,0.10,0.60,Gacha_Coin,CoinReward,金币+50,0,0,0.0,0.0,0.0,0.0,0,3,0,0,0,0.0,None,1.00,0,0,0,0,"Reflex>Impact>Wide>Prism>Focus>Frost","Reflex:1|Impact:1|Wide:1|Prism:1|Focus:1|Frost:1",1,2860,40320,905.4,0,704,152,0.00,16,24,1,0,0,41,Chapter01_01_Test,0,1.00
4,A,9,Win,124.6,16,6,1,5,0,28,2000,1000,2000,1000,0,0,0,0,0.18,54798,1040,0,1888,12194,47,641,0.03,57725,119,0,534.0,1300,0.10,0.60,Gacha_Epic,LaserLengthPercent,激光长度+20%,0,0,0.0,0.0,0.0,0.0,0,4,0,0,0,0.0,None,1.00,0,0,0,0,"Reflex>Impact>Wide>Prism>Focus>Frost>Chain>Crit","Reflex:1|Impact:1|Wide:1|Prism:1|Focus:1|Frost:1|Chain:1|Crit:1",0,1749,53820,463.2,0,696,173,0.00,16,6,1,6,0,29,Chapter01_01_Test,0,1.00
5,A,11,Win,33.4,40,12,0,0,0,52,2000,1000,2000,820,180,180,0,180,0.00,50162,20415,0,2526,16792,63,843,0.07,73103,110,0,820.0,1300,0.13,0.60,Gacha_Coin,CoinReward,金币+100,0,0,0.0,0.0,0.0,0.0,0,5,0,0,0,0.0,None,1.00,0,0,0,0,"Reflex>Impact>Wide>Prism>Focus>Frost>Chain>Crit>Power>FrostSpread","Reflex:1|Impact:1|Wide:1|Prism:1|Focus:1|Frost:1|Chain:1|Crit:1|Power:1|FrostSpread:1",1,9666,67800,2190.1,6,976,236,0.00,40,13,0,0,0,53,Chapter01_01_Test,0,1.00
6,A,14,Win,82.1,20,8,4,0,1,33,2000,820,2000,770,50,50,0,50,0.71,128644,23352,0,8612,29444,123,2467,0.02,160607,87,0,2576.0,1500,0.13,0.60,Gacha_Negative,NextWaveSpeedBuff,下一波怪物速度+30%,0,0,0.0,0.0,0.0,0.0,0,6,0,0,0,0.0,None,1.00,0,0,0,0,"Reflex>Impact>Wide>Prism>Focus>Frost>Chain>Crit>Power>FrostSpread>Wide>Frost>Shatter","Reflex:1|Impact:1|Wide:2|Prism:1|Focus:1|Frost:2|Chain:1|Crit:1|Power:1|FrostSpread:1|Shatter:1",0,3365,149760,1956.2,2,1248,249,0.00,20,8,5,0,1,34,Chapter01_01_Test,0,1.00
7,A,14,Win,61.4,0,20,0,5,0,25,2000,770,2000,730,40,40,0,40,0.00,48284,4201,0,1034,12239,38,381,0.04,53519,81,0,585.0,1500,0.13,0.70,Gacha_Epic,LaserWidthPercent,激光宽度+12%,0,0,0.0,0.0,0.0,0.0,0,7,0,0,0,0.0,None,1.00,0,0,0,0,"Reflex>Impact>Wide>Prism>Focus>Frost>Chain>Crit>Power>FrostSpread>Wide>Frost>Shatter","Reflex:1|Impact:1|Wide:2|Prism:1|Focus:1|Frost:2|Chain:1|Crit:1|Power:1|FrostSpread:1|Shatter:1",0,2820,50600,871.3,2,520,110,0.00,0,20,0,6,0,26,Chapter01_01_Test,0,1.00
8,A,16,Win,71.3,12,0,2,6,1,21,2000,730,2000,400,330,330,0,330,0.29,113847,38345,0,7200,36184,126,1934,0.02,159391,76,0,2667.0,1500,0.13,0.76,Gacha,BaseDamagePercent,激光攻击力+10%,0,0,0.0,0.0,0.0,0.0,0,8,0,0,0,0.0,None,1.00,0,0,0,0,"Reflex>Impact>Wide>Prism>Focus>Frost>Chain>Crit>Power>FrostSpread>Wide>Frost>Shatter>Reflex>Shatter","Reflex:2|Impact:1|Wide:2|Prism:1|Focus:1|Frost:2|Chain:1|Crit:1|Power:1|FrostSpread:1|Shatter:2",0,4742,156600,2235.1,2,840,180,0.00,12,0,2,7,1,22,Chapter01_01_Test,0,1.00
9,A,17,Win,73.9,24,14,1,4,0,43,2000,400,1960,0,460,400,0,440,0.15,146683,29366,0,3241,34512,76,824,0.19,179290,99,0,1306.5,1600,0.13,0.76,Gacha,LaserWidthPercent,激光宽度+10%,0,0,0.0,0.0,0.0,0.0,0,9,0,0,0,0.0,None,1.00,0,0,0,0,"Reflex>Impact>Wide>Prism>Focus>Frost>Chain>Crit>Power>FrostSpread>Wide>Frost>Shatter>Reflex>Shatter>Prism","Reflex:2|Impact:1|Wide:2|Prism:2|Focus:1|Frost:2|Chain:1|Crit:1|Power:1|FrostSpread:1|Shatter:2",1,42735,165330,2427.5,16,944,227,0.00,24,14,1,5,0,44,Chapter01_01_Test,0,1.00
10,A,17,Win,46.6,0,16,0,0,0,16,1960,0,1710,0,0,0,250,250,0.00,4872,3434,0,116,1424,5,56,0.23,8423,20,0,576.8,1600,0.13,0.79,None,None,None,0,0,0.0,0.0,0.0,0.0,0,9,0,250,0,10.9,Press,0.00,1,3,2,2,"Reflex>Impact>Wide>Prism>Focus>Frost>Chain>Crit>Power>FrostSpread>Wide>Frost>Shatter>Reflex>Shatter>Prism","Reflex:2|Impact:1|Wide:2|Prism:2|Focus:1|Frost:2|Chain:1|Crit:1|Power:1|FrostSpread:1|Shatter:2",0,2042,0,180.9,1,0,48,0.00,0,0,0,0,0,0,Chapter01_01_Test,120040,1.00
