Wave,Build_Type,Player_Level,Result,Time_To_Clear,Kill_Slime,Kill_Rusher,Kill_Tank,Kill_Drifter,Kill_Elite,Kill_Total,HP_Start_Hull,HP_Start_Shield,HP_End_Hull,HP_End_Shield,Dmg_From_Mobs,Shield_Dmg_From_Mobs,Dmg_From_Boss,Player_HP_Lost,Tank_Absorbed_Ratio,Dmg_Main_Laser,Dmg_Sub_Laser,Dmg_Explosion,Dmg_Chain,Crit_Damage_Total,Crit_Hit_Count,Normal_Hit_Count,Overkill_Ratio,Dmg_Dealt_Total,Frost_Slow_Count,Frost_Freeze_Count,Frost_Slow_Duration,Panel_DPS,Panel_Crit_Rate,Panel_Laser_Width,Drone_Choice,Drone_Reward_Type,Drone_Reward_Value,Drone_Acc_Health,Drone_Acc_Shield,Drone_Acc_Damage_Pct,Drone_Acc_Crit_Pct,Drone_Acc_Laser_Width,Drone_Acc_Laser_Length,Drone_Count_Supply,Drone_Count_Gacha,Drone_Count_Deal,Boss_Dmg_Collision,Boss_Dmg_Bullet,Boss_Pushback_Time,Boss_Phase,Boss_HP_Remaining,Boss_Charge_Count,Boss_Press_Count,Boss_Summon_Count,Boss_Stun_Count,Skill_Path,Skill_Levels,Overload_Count,DPS_Peak,Enemy_Total_HP,Effective_DPS,Player_Hit_Count,Exp_Gained,Gold_Gained,Time_In_Danger,Spawn_Slime,Spawn_Rusher,Spawn_Tank,Spawn_Drifter,Spawn_Elite,Spawn_Total,Wave_Config_Id,Boss_Dmg_Dealt,Wave_Diff_Mult
1,Mix,6,Win,58.7,0,0,0,0,0,0,2000,1000,2000,1000,0,0,0,0,0.00,51200,17498,0,0,10360,65,705,0.02,68698,0,0,0.0,1000,0.10,0.50,Deal,HealthLoss→BaseDamageFlat,生命值-150|激光攻击力+300,0,0,0.0,0.0,0.0,0.0,0,0,1,0,0,0.0,None,1.00,0,0,0,0,"Prism>Prism>Reflex>Prism>Reflex","Prism:3|Reflex:2",0,3308,9600,1170.4,0,1260,320,0.00,0,0,0,0,0,0,Chapter02_01,0,1.00
2,Mix,9,Win,38.7,0,0,0,0,0,0,1850,1000,1850,1000,0,0,0,0,0.00,29406,33899,0,0,11268,60,526,0.06,63305,0,0,0.0,1300,0.10,0.50,Deal,HealthLoss→CritRatePercent,生命值-80|激光暴击率+4%,0,0,0.0,0.0,0.0,0.0,0,0,2,0,0,0.0,None,1.00,0,0,0,0,"Prism>Prism>Reflex>Prism>Reflex>Prism>Prism>Reflex","Prism:5|Reflex:3",0,4878,9200,1635.0,0,1100,290,0.00,0,0,0,0,0,0,Chapter02_01,0,1.00
3,Mix,11,Win,36.9,0,0,0,0,0,0,1770,1000,1770,1000,0,0,0,0,0.00,25315,31131,0,1252,13777,73,679,0.04,57699,0,0,0.0,1300,0.14,0.50,Deal,HealthLoss→BaseDamagePercent,生命值-80|激光攻击力+12%,0,0,0.0,0.0,0.0,0.0,0,0,3,0,0,0.0,None,1.00,0,0,0,0,"Prism>Prism>Reflex>Prism>Reflex>Prism>Prism>Reflex>Chain>Reflex","Prism:5|Reflex:4|Chain:1",0,5906,9515,1564.5,0,872,216,0.00,0,0,0,0,0,0,Chapter02_01,0,1.00
4,Mix,13,Win,46.0,0,0,0,0,0,0,1690,1000,1690,1000,0,0,0,0,0.00,27773,43785,0,2526,14426,67,951,0.05,74083,0,0,0.0,1456,0.14,0.50,Deal,ShieldLoss→BaseDamagePercent,护盾值-100|激光攻击力+15%,0,0,0.0,0.0,0.0,0.0,0,0,4,0,0,0.0,None,1.00,0,0,0,0,"Prism>Prism>Reflex>Prism>Reflex>Prism>Prism>Reflex>Chain>Reflex>Chain>Reflex","Prism:5|Reflex:5|Chain:2",0,6497,21615,1610.6,0,1068,299,0.00,0,0,0,0,0,0,Chapter02_01,0,1.00
5,Mix,16,Win,47.6,0,0,0,0,0,0,1690,900,1690,900,0,0,0,0,0.00,45640,99506,0,5686,35364,141,1689,0.05,150832,0,0,0.0,1651,0.14,0.50,Deal,ShieldLoss→BaseDamagePercent,护盾值-100|激光攻击力+15%,0,0,0.0,0.0,0.0,0.0,0,0,5,0,0,0.0,None,1.00,0,0,0,0,"Prism>Prism>Reflex>Prism>Reflex>Prism>Prism>Reflex>Chain>Reflex>Chain>Reflex>Chain>Chain>Chain","Prism:5|Reflex:5|Chain:5",0,11602,21420,3170.3,0,2052,506,0.00,0,0,0,0,0,0,Chapter02_01,0,1.00
6,B,18,Win,45.9,0,0,0,0,0,0,1690,800,1690,800,0,0,0,0,0.00,15785,67323,0,3417,21561,80,914,0.05,86525,0,0,0.0,1846,0.14,0.50,Supply,HealthRestore,生命值+150,0,0,0.0,0.0,0.0,0.0,1,0,5,0,0,0.0,None,1.00,0,0,0,0,"Prism>Prism>Reflex>Prism>Reflex>Prism>Prism>Reflex>Chain>Reflex>Chain>Reflex>Chain>Chain>Chain>Wide>Wide","Prism:5|Reflex:5|Chain:5|Wide:2",0,7716,19740,1886.5,0,1088,284,0.00,0,0,0,0,0,0,Chapter02_01,0,1.00
7,B,20,Win,41.9,0,0,0,0,0,0,1840,800,1840,770,30,30,0,30,0.00,39611,139944,0,6568,35406,131,1942,0.05,186123,0,0,0.0,1846,0.14,0.70,Deal,HealthLoss→LaserWidthPercent,生命值-80|激光宽度+8%,0,0,0.0,0.0,0.0,0.0,1,0,6,0,0,0.0,None,1.00,0,0,0,0,"Prism>Prism>Reflex>Prism>Reflex>Prism>Prism>Reflex>Chain>Reflex>Chain>Reflex>Chain>Chain>Chain>Wide>Wide>Wide>Wide","Prism:5|Reflex:5|Chain:5|Wide:4",0,15193,23920,4438.8,1,2284,572,0.00,0,0,0,0,0,0,Chapter02_01,0,1.00
8,B,20,Win,47.7,0,0,0,0,0,0,1760,770,1760,770,0,0,0,0,0.00,13446,46390,0,2186,18386,66,604,0.06,62022,0,0,0.0,1846,0.14,0.94,Deal,HealthLoss→BaseDamagePercent,生命值-80|激光攻击力+12%,0,0,0.0,0.0,0.0,0.0,1,0,7,0,0,0.0,None,1.00,0,0,0,0,"Prism>Prism>Reflex>Prism>Reflex>Prism>Prism>Reflex>Chain>Reflex>Chain>Reflex>Chain>Chain>Chain>Wide>Wide>Wide>Wide","Prism:5|Reflex:5|Chain:5|Wide:4",0,9141,18720,1299.7,0,860,230,0.00,0,0,0,0,0,0,Chapter02_01,0,1.00
9,B,20,Win,54.0,0,0,0,0,0,0,1680,770,1680,770,0,0,0,0,0.00,58723,186948,0,8873,55816,182,2397,0.04,254545,0,0,0.0,2002,0.14,0.94,Deal,ShieldLoss→CritRatePercent,护盾值-100|激光暴击率+5%,0,0,0.0,0.0,0.0,0.0,1,0,8,0,0,0.0,None,1.00,0,0,0,0,"Prism>Prism>Reflex>Prism>Reflex>Prism>Prism>Reflex>Chain>Reflex>Chain>Reflex>Chain>Chain>Chain>Wide>Wide>Wide>Wide","Prism:5|Reflex:5|Chain:5|Wide:4",0,16965,51170,4709.7,0,3024,767,0.00,0,0,0,0,0,0,Chapter02_01,0,1.00
10,B,20,Win,22.0,0,0,0,0,0,0,1680,670,1680,420,0,0,250,250,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0.0,2002,0.19,0.94,None,None,None,0,0,0.0,0.0,0.0,0.0,1,0,8,250,0,1.5,Idle,0.00,1,1,1,1,"Prism>Prism>Reflex>Prism>Reflex>Prism>Prism>Reflex>Chain>Reflex>Chain>Reflex>Chain>Chain>Chain>Wide>Wide>Wide>Wide","Prism:5|Reflex:5|Chain:5|Wide:4",0,0,0,0.0,1,0,0,0.00,0,0,0,0,0,0,Chapter02_01,180005,1.00
