Wave,Build_Type,Player_Level,Result,Time_To_Clear,Kill_Slime,Kill_Rusher,Kill_Tank,Kill_Drifter,Kill_Elite,Kill_Total,HP_Start_Hull,HP_Start_Shield,HP_End_Hull,HP_End_Shield,Dmg_From_Mobs,Shield_Dmg_From_Mobs,Dmg_From_Boss,Player_HP_Lost,Tank_Absorbed_Ratio,Dmg_Main_Laser,Dmg_Sub_Laser,Dmg_Explosion,Dmg_Chain,Crit_Damage_Total,Crit_Hit_Count,Normal_Hit_Count,Overkill_Ratio,Dmg_Dealt_Total,Frost_Slow_Count,Frost_Freeze_Count,Frost_Slow_Duration,Panel_DPS,Panel_Crit_Rate,Panel_Laser_Width,Drone_Choice,Drone_Reward_Type,Drone_Reward_Value,Drone_Acc_Health,Drone_Acc_Shield,Drone_Acc_Damage_Pct,Drone_Acc_Crit_Pct,Drone_Acc_Laser_Width,Drone_Acc_Laser_Length,Drone_Count_Supply,Drone_Count_Gacha,Drone_Count_Deal,Boss_Dmg_Collision,Boss_Dmg_Bullet,Boss_Pushback_Time,Boss_Phase,Boss_HP_Remaining,Boss_Charge_Count,Boss_Press_Count,Boss_Summon_Count,Boss_Stun_Count,Skill_Path,Skill_Levels,Overload_Count,DPS_Peak,Enemy_Total_HP,Effective_DPS,Player_Hit_Count,Exp_Gained,Gold_Gained,Time_In_Danger,Spawn_Slime,Spawn_Rusher,Spawn_Tank,Spawn_Drifter,Spawn_Elite,Spawn_Total,Wave_Config_Id,Boss_Dmg_Dealt,Wave_Diff_Mult,Kill_LavaExploder,Kill_LavaSplitter,Kill_LavaGunner,Kill_LavaTank,Kill_LavaElite,Spawn_LavaExploder,Spawn_LavaSplitter,Spawn_LavaGunner,Spawn_LavaTank,Spawn_LavaElite,Spawn_LavaPuddle,Exploder_Death_Count,Exploder_AoE_Dmg_To_Player,Splitter_Death_Count,Splitter_Children_Spawned,Gunner_Bullet_Dmg_To_Player,Dmg_From_Mob_Explosion,Boss_Absorption_Count,Boss_Heal_Total,Gunner_Shots_Fired,Boss_Fireball_Hit_Count,Boss_Fireball_Burst_Count,Boss_Fireball_Intercepted_Count,Puddle_Peak_Count,Kill_FrostSlime,Kill_FrostTank,Kill_FrostCatalyst,Kill_Frostcaster,Kill_IceShieldGuard,Kill_FrostcasterElite,Kill_FrostGunner,Spawn_FrostSlime,Spawn_FrostTank,Spawn_FrostCatalyst,Spawn_Frostcaster,Spawn_IceShieldGuard,Spawn_FrostcasterElite,Spawn_FrostGunner,Spawn_IceWall,IceShield_Broken_Count,IceShield_Dmg_Absorbed,Catalyst_Burst_Count,Catalyst_Burst_Affected_Count,IceWall_Accelerated_Count,Frostcaster_Cast_Count,Frostcaster_Walls_Per_Cast_Total,IceWall_Hatch_Count,Monster_Berserk_Applied_Count,IceWall_Peak_Count,Tower_Freeze_Count,Tower_Freeze_Duration,IceSpike_Intercepted_Count,IceSpike_Hit_Count,Glacial_IceWall_Build_Count,Glacial_FreezeRay_Count,Glacial_Charge_Count,Glacial_AbsZero_Count,Glacial_AbsZero_Interrupted
1,Mix,3,Win,42.9,20,0,0,0,0,20,2000,1000,2000,1000,0,0,0,0,0.00,20305,0,0,0,4505,22,158,0.02,20305,0,0,0.0,1000,0.10,0.50,Deal,HealthLoss→BaseDamagePercent,生命值-80|激光攻击力+12%,0,0,0.0,0.0,0.0,0.0,0,0,1,0,0,0.0,None,1.00,0,0,0,0,"Impact>Crit","Impact:1|Crit:1",0,1775,20000,473.0,0,360,100,0.00,20,0,0,0,0,20,Chapter01_03,0,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
2,Mix,5,Win,60.2,15,0,3,0,0,18,1920,1000,1920,1000,0,0,0,0,0.60,44313,0,0,0,13065,50,279,0.03,44313,0,0,0.0,1120,0.13,0.50,Deal,HealthLoss→BaseDamageFlat,生命值-150|激光攻击力+300,0,0,0.0,0.0,0.0,0.0,0,0,2,0,0,0.0,None,1.00,0,0,0,0,"Impact>Crit>Crit>Crit","Impact:1|Crit:3",0,2341,42900,735.6,0,460,150,0.00,15,0,3,0,0,18,Chapter01_03,0,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
3,A,8,Win,48.5,16,24,1,0,0,41,1770,1000,1770,1000,0,0,0,0,0.21,45821,0,0,0,19121,47,171,0.12,45821,0,0,0.0,1456,0.19,0.50,Deal,HealthLoss→BaseDamagePercent,生命值-80|激光攻击力+12%,0,0,0.0,0.0,0.0,0.0,0,0,3,0,0,0.0,None,1.00,0,0,0,0,"Impact>Crit>Crit>Crit>Crit>Focus>Crit","Impact:1|Crit:5|Focus:1",0,2062,40320,943.8,0,744,177,0.00,16,24,1,0,0,41,Chapter01_03,0,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
4,A,9,Win,92.2,16,6,1,6,0,29,1690,1000,1690,1000,0,0,0,0,0.19,58941,0,0,0,25752,47,154,0.09,58941,0,0,0.0,1846,0.25,0.50,Deal,HealthLoss→LaserWidthPercent,生命值-80|激光宽度+8%,0,0,0.0,0.0,0.0,0.0,0,0,4,0,0,0.0,None,1.00,0,0,0,0,"Impact>Crit>Crit>Crit>Crit>Focus>Crit>Focus","Impact:1|Crit:5|Focus:2",1,4504,53820,639.1,0,696,183,0.00,16,6,1,6,0,29,Chapter01_03,0,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
5,A,11,Win,89.7,40,13,0,0,1,54,1610,1000,1610,1000,0,0,0,0,0.27,112097,0,0,0,54115,90,244,0.13,112097,0,0,0.0,1950,0.25,0.54,Deal,ShieldLoss→CritRatePercent,护盾值-100|激光暴击率+5%,0,0,0.0,0.0,0.0,0.0,0,0,5,0,0,0.0,None,1.00,0,0,0,0,"Impact>Crit>Crit>Crit>Crit>Focus>Crit>Focus>Focus>Impact","Impact:2|Crit:5|Focus:3",1,8544,97800,1249.6,0,1008,264,0.00,40,13,0,0,1,54,Chapter01_03,0,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
6,A,14,Win,62.6,20,8,5,0,1,34,1610,900,1610,820,80,80,0,80,0.70,155388,0,0,0,83521,117,263,0.05,155388,0,0,0.0,2340,0.30,0.54,Deal,HealthLoss→LaserWidthPercent,生命值-80|激光宽度+8%,0,0,0.0,0.0,0.0,0.0,0,0,6,0,0,0.0,None,1.00,0,0,0,0,"Impact>Crit>Crit>Crit>Crit>Focus>Crit>Focus>Focus>Impact>Impact>Focus>Focus","Impact:3|Crit:5|Focus:5",0,8976,149760,2482.6,4,1248,274,0.00,20,8,5,0,1,34,Chapter01_03,0,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
7,A,15,Win,56.1,0,20,0,6,1,27,1530,820,1530,820,0,0,0,0,0.00,87298,0,0,0,49433,59,118,0.10,87298,0,0,0.0,3250,0.30,0.58,Deal,HealthLoss→LaserLengthPercent,生命值-150|激光长度+7%,0,0,0.0,0.0,0.0,0.0,0,0,7,0,0,0.0,None,1.00,0,0,0,0,"Impact>Crit>Crit>Crit>Crit>Focus>Crit>Focus>Focus>Impact>Impact>Focus>Focus>Impact","Impact:4|Crit:5|Focus:5",0,5395,78100,1557.2,0,720,130,0.00,0,20,0,6,1,27,Chapter01_03,0,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
8,A,17,Win,62.4,12,0,2,10,2,26,1380,820,1380,820,0,0,0,0,0.19,225020,0,0,0,125975,124,264,0.05,225020,0,0,0.0,3250,0.30,0.58,Deal,HealthLoss→BaseDamagePercent,生命值-80|激光攻击力+12%,0,0,0.0,0.0,0.0,0.0,0,0,8,0,0,0.0,None,1.00,0,0,0,0,"Impact>Crit>Crit>Crit>Crit>Focus>Crit>Focus>Focus>Impact>Impact>Focus>Focus>Impact>Impact>Power","Impact:5|Crit:5|Focus:5|Power:1",1,21103,210600,3604.5,0,1160,230,0.00,12,0,2,10,2,26,Chapter01_03,0,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
9,A,19,Win,70.1,24,14,1,5,2,46,1300,820,1300,520,300,300,0,300,0.11,254763,0,0,0,128501,120,308,0.07,254763,0,0,0.0,3666,0.30,0.58,Deal,HealthLoss→BaseDamagePercent,生命值-150|激光攻击力+18%,0,0,0.0,0.0,0.0,0.0,0,0,9,0,0,0.0,None,1.00,0,0,0,0,"Impact>Crit>Crit>Crit>Crit>Focus>Crit>Focus>Focus>Impact>Impact>Focus>Focus>Impact>Impact>Power>Power>Power","Impact:5|Crit:5|Focus:5|Power:3",1,15351,247830,3631.9,11,1344,257,0.00,24,14,1,5,2,46,Chapter01_03,0,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
10,A,19,Win,24.8,0,0,0,0,0,0,1150,520,1150,270,0,0,250,250,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0.0,4264,0.30,0.58,None,None,None,0,0,0.0,0.0,0.0,0.0,0,0,9,250,0,1.5,Idle,0.00,1,1,1,1,"Impact>Crit>Crit>Crit>Crit>Focus>Crit>Focus>Focus>Impact>Impact>Focus>Focus>Impact>Impact>Power>Power>Power","Impact:5|Crit:5|Focus:5|Power:3",0,0,0,0.0,1,0,0,0.00,0,0,0,0,0,0,Chapter01_03,180026,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
