Wave,Build_Type,Player_Level,Result,Time_To_Clear,Kill_Slime,Kill_Rusher,Kill_Tank,Kill_Drifter,Kill_Elite,Kill_Total,HP_Start_Hull,HP_Start_Shield,HP_End_Hull,HP_End_Shield,Dmg_From_Mobs,Shield_Dmg_From_Mobs,Dmg_From_Boss,Player_HP_Lost,Tank_Absorbed_Ratio,Dmg_Main_Laser,Dmg_Sub_Laser,Dmg_Explosion,Dmg_Chain,Crit_Damage_Total,Crit_Hit_Count,Normal_Hit_Count,Overkill_Ratio,Dmg_Dealt_Total,Frost_Slow_Count,Frost_Freeze_Count,Frost_Slow_Duration,Panel_DPS,Panel_Crit_Rate,Panel_Laser_Width,Drone_Choice,Drone_Reward_Type,Drone_Reward_Value,Drone_Acc_Health,Drone_Acc_Shield,Drone_Acc_Damage_Pct,Drone_Acc_Crit_Pct,Drone_Acc_Laser_Width,Drone_Acc_Laser_Length,Drone_Count_Supply,Drone_Count_Gacha,Drone_Count_Deal,Boss_Dmg_Collision,Boss_Dmg_Bullet,Boss_Pushback_Time,Boss_Phase,Boss_HP_Remaining,Boss_Charge_Count,Boss_Press_Count,Boss_Summon_Count,Boss_Stun_Count,Skill_Path,Skill_Levels,Overload_Count,DPS_Peak,Enemy_Total_HP,Effective_DPS,Player_Hit_Count,Exp_Gained,Gold_Gained,Time_In_Danger,Spawn_Slime,Spawn_Rusher,Spawn_Tank,Spawn_Drifter,Spawn_Elite,Spawn_Total,Wave_Config_Id,Boss_Dmg_Dealt,Wave_Diff_Mult,Kill_LavaExploder,Kill_LavaSplitter,Kill_LavaGunner,Kill_LavaTank,Kill_LavaElite,Spawn_LavaExploder,Spawn_LavaSplitter,Spawn_LavaGunner,Spawn_LavaTank,Spawn_LavaElite,Spawn_LavaPuddle,Exploder_Death_Count,Exploder_AoE_Dmg_To_Player,Splitter_Death_Count,Splitter_Children_Spawned,Gunner_Bullet_Dmg_To_Player,Dmg_From_Mob_Explosion,Boss_Absorption_Count,Boss_Heal_Total,Gunner_Shots_Fired,Boss_Fireball_Hit_Count,Boss_Fireball_Burst_Count,Boss_Fireball_Intercepted_Count,Puddle_Peak_Count,Kill_FrostSlime,Kill_FrostTank,Kill_FrostCatalyst,Kill_Frostcaster,Kill_IceShieldGuard,Kill_FrostcasterElite,Kill_FrostGunner,Spawn_FrostSlime,Spawn_FrostTank,Spawn_FrostCatalyst,Spawn_Frostcaster,Spawn_IceShieldGuard,Spawn_FrostcasterElite,Spawn_FrostGunner,Spawn_IceWall,IceShield_Broken_Count,IceShield_Dmg_Absorbed,Catalyst_Burst_Count,Catalyst_Burst_Affected_Count,IceWall_Accelerated_Count,Frostcaster_Cast_Count,Frostcaster_Walls_Per_Cast_Total,IceWall_Hatch_Count,Monster_Berserk_Applied_Count,IceWall_Peak_Count,Tower_Freeze_Count,Tower_Freeze_Duration,IceSpike_Intercepted_Count,IceSpike_Hit_Count,Glacial_IceWall_Build_Count,Glacial_FreezeRay_Count,Glacial_Charge_Count,Glacial_AbsZero_Count,Glacial_AbsZero_Interrupted
1,Mix,3,Win,41.7,20,0,0,0,0,20,2000,1000,2000,1000,0,0,0,0,0.00,20100,0,0,0,3600,18,165,0.00,20100,0,0,0.0,1000,0.10,0.50,Deal,HealthLoss→BaseDamagePercent,生命值-80|激光攻击力+12%,0,0,0.0,0.0,0.0,0.0,0,0,1,0,0,0.0,None,1.00,0,0,0,0,"Prism>Prism","Prism:2",0,1400,20000,482.3,0,380,100,0.00,20,0,0,0,0,20,Chapter01_03,0,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
2,Mix,5,Win,59.8,15,0,3,0,0,18,1920,1000,1920,1000,0,0,0,0,0.60,43837,123,0,1165,7392,33,525,0.02,45125,0,0,0.0,1120,0.10,0.50,Deal,HealthLoss→LaserWidthPercent,生命值-80|激光宽度+8%,0,0,0.0,0.0,0.0,0.0,0,0,2,0,0,0.0,None,1.00,0,0,0,0,"Prism>Prism>Chain>Prism","Prism:3|Chain:1",0,2957,42900,754.3,0,460,150,0.00,15,0,3,0,0,18,Chapter01_03,0,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
3,Mix,8,Win,48.6,16,24,1,0,0,41,1840,1000,1840,1000,0,0,0,0,0.22,34776,8075,0,1512,8646,41,618,0.06,44363,0,0,0.0,1120,0.10,0.54,Deal,HealthLoss→BaseDamageFlat,生命值-150|激光攻击力+300,0,0,0.0,0.0,0.0,0.0,0,0,3,0,0,0.0,None,1.00,0,0,0,0,"Prism>Prism>Chain>Prism>Prism>Prism>Focus","Prism:5|Chain:1|Focus:1",0,2934,40320,913.2,0,744,177,0.00,16,24,1,0,0,41,Chapter01_03,0,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
4,Mix,9,Win,97.5,16,6,1,6,0,29,1690,1000,1690,1000,0,0,0,0,0.18,49019,7926,0,2375,8822,27,583,0.05,59321,0,0,0.0,1690,0.10,0.54,Deal,ShieldLoss→BaseDamagePercent,护盾值-100|激光攻击力+15%,0,0,0.0,0.0,0.0,0.0,0,0,4,0,0,0.0,None,1.00,0,0,0,0,"Prism>Prism>Chain>Prism>Prism>Prism>Focus>Chain","Prism:5|Chain:2|Focus:1",0,2288,53820,608.3,0,696,183,0.00,16,6,1,6,0,29,Chapter01_03,0,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
5,Mix,11,Win,65.5,40,13,0,0,1,54,1690,900,1690,900,0,0,0,0,0.28,67905,34789,0,3316,19279,52,870,0.05,106010,0,0,0.0,1885,0.10,0.54,Deal,HealthLoss→BaseDamagePercent,生命值-80|激光攻击力+12%,0,0,0.0,0.0,0.0,0.0,0,0,5,0,0,0.0,None,1.00,0,0,0,0,"Prism>Prism>Chain>Prism>Prism>Prism>Focus>Chain>Focus>Focus","Prism:5|Chain:2|Focus:3",0,8449,97800,1619.5,0,1008,264,0.00,40,13,0,0,1,54,Chapter01_03,0,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
6,Mix,14,Win,59.0,20,8,5,0,1,34,1610,900,1610,900,0,0,0,0,0.72,122834,32724,0,13085,27606,51,1395,0.03,168641,0,0,0.0,3016,0.10,0.54,Deal,HealthLoss→BaseDamagePercent,生命值-150|激光攻击力+18%,0,0,0.0,0.0,0.0,0.0,0,0,6,0,0,0.0,None,1.00,0,0,0,0,"Prism>Prism>Chain>Prism>Prism>Prism>Focus>Chain>Focus>Focus>Focus>Chain>Focus","Prism:5|Chain:3|Focus:5",0,12109,149760,2858.2,0,1248,274,0.00,20,8,5,0,1,34,Chapter01_03,0,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
7,Mix,15,Win,52.5,0,20,0,6,1,27,1460,900,1460,750,150,150,0,150,0.00,53140,28778,0,1054,12960,22,292,0.04,82971,0,0,0.0,3484,0.10,0.54,Gacha_Negative,NextWaveHealthBuff,下一波怪物血量+40%,0,0,0.0,0.0,0.0,0.0,0,1,6,0,0,0.0,None,1.00,0,0,0,0,"Prism>Prism>Chain>Prism>Prism>Prism>Focus>Chain>Focus>Focus>Focus>Chain>Focus>Chain","Prism:5|Chain:4|Focus:5",0,4466,78100,1579.6,1,520,130,0.00,0,20,0,6,1,27,Chapter01_03,0,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
8,Mix,17,Win,53.2,12,0,2,10,2,26,1460,750,1460,450,300,300,0,300,0.22,142059,72457,0,14928,41627,62,1373,0.03,229444,0,0,0.0,3484,0.10,0.54,Deal,HealthLoss→BaseDamagePercent,生命值-80|激光攻击力+12%,0,0,0.0,0.0,0.0,0.0,0,1,7,0,0,0.0,None,1.00,0,0,0,0,"Prism>Prism>Chain>Prism>Prism>Prism>Focus>Chain>Focus>Focus>Focus>Chain>Focus>Chain>Crit>Chain","Prism:5|Chain:5|Focus:5|Crit:1",1,17674,210600,4308.9,2,1160,230,0.00,12,0,2,10,2,26,Chapter01_03,0,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
9,Mix,19,Win,68.6,24,14,1,5,2,46,1380,450,1380,370,80,80,0,80,0.10,126281,127463,0,5304,64751,95,1008,0.02,259048,0,0,0.0,3640,0.13,0.54,Supply,HealthRestore,生命值+150,0,0,0.0,0.0,0.0,0.0,1,1,7,0,0,0.0,None,1.00,0,0,0,0,"Prism>Prism>Chain>Prism>Prism>Prism>Focus>Chain>Focus>Focus>Focus>Chain>Focus>Chain>Crit>Chain>Crit>Crit","Prism:5|Chain:5|Focus:5|Crit:3",0,11826,247830,3776.2,4,1184,257,0.00,24,14,1,5,2,46,Chapter01_03,0,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
10,Mix,19,Win,14.3,0,0,0,0,0,0,1530,370,1530,370,0,0,250,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0.0,3640,0.19,0.54,None,None,None,0,0,0.0,0.0,0.0,0.0,1,1,7,250,0,0.0,Idle,0.00,1,0,0,0,"Prism>Prism>Chain>Prism>Prism>Prism>Focus>Chain>Focus>Focus>Focus>Chain>Focus>Chain>Crit>Chain>Crit>Crit","Prism:5|Chain:5|Focus:5|Crit:3",1,0,0,0.0,1,0,0,0.00,0,0,0,0,0,0,Chapter01_03,180067,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
