Wave,Build_Type,Player_Level,Result,Time_To_Clear,Kill_Slime,Kill_Rusher,Kill_Tank,Kill_Drifter,Kill_Elite,Kill_Total,HP_Start_Hull,HP_Start_Shield,HP_End_Hull,HP_End_Shield,Dmg_From_Mobs,Shield_Dmg_From_Mobs,Dmg_From_Boss,Player_HP_Lost,Tank_Absorbed_Ratio,Dmg_Main_Laser,Dmg_Sub_Laser,Dmg_Explosion,Dmg_Chain,Crit_Damage_Total,Crit_Hit_Count,Normal_Hit_Count,Overkill_Ratio,Dmg_Dealt_Total,Frost_Slow_Count,Frost_Freeze_Count,Frost_Slow_Duration,Panel_DPS,Panel_Crit_Rate,Panel_Laser_Width,Drone_Choice,Drone_Reward_Type,Drone_Reward_Value,Drone_Acc_Health,Drone_Acc_Shield,Drone_Acc_Damage_Pct,Drone_Acc_Crit_Pct,Drone_Acc_Laser_Width,Drone_Acc_Laser_Length,Drone_Count_Supply,Drone_Count_Gacha,Drone_Count_Deal,Boss_Dmg_Collision,Boss_Dmg_Bullet,Boss_Pushback_Time,Boss_Phase,Boss_HP_Remaining,Boss_Charge_Count,Boss_Press_Count,Boss_Summon_Count,Boss_Stun_Count,Skill_Path,Skill_Levels,Overload_Count,DPS_Peak,Enemy_Total_HP,Effective_DPS,Player_Hit_Count,Exp_Gained,Gold_Gained,Time_In_Danger,Spawn_Slime,Spawn_Rusher,Spawn_Tank,Spawn_Drifter,Spawn_Elite,Spawn_Total,Wave_Config_Id,Boss_Dmg_Dealt,Wave_Diff_Mult,Kill_LavaExploder,Kill_LavaSplitter,Kill_LavaGunner,Kill_LavaTank,Kill_LavaElite,Spawn_LavaExploder,Spawn_LavaSplitter,Spawn_LavaGunner,Spawn_LavaTank,Spawn_LavaElite,Spawn_LavaPuddle,Exploder_Death_Count,Exploder_AoE_Dmg_To_Player,Splitter_Death_Count,Splitter_Children_Spawned,Gunner_Bullet_Dmg_To_Player,Dmg_From_Mob_Explosion,Boss_Absorption_Count,Boss_Heal_Total,Gunner_Shots_Fired,Boss_Fireball_Hit_Count,Boss_Fireball_Burst_Count,Boss_Fireball_Intercepted_Count,Puddle_Peak_Count,Kill_FrostSlime,Kill_FrostTank,Kill_FrostCatalyst,Kill_Frostcaster,Kill_IceShieldGuard,Kill_FrostcasterElite,Kill_FrostGunner,Spawn_FrostSlime,Spawn_FrostTank,Spawn_FrostCatalyst,Spawn_Frostcaster,Spawn_IceShieldGuard,Spawn_FrostcasterElite,Spawn_FrostGunner,Spawn_IceWall,IceShield_Broken_Count,IceShield_Dmg_Absorbed,Catalyst_Burst_Count,Catalyst_Burst_Affected_Count,IceWall_Accelerated_Count,Frostcaster_Cast_Count,Frostcaster_Walls_Per_Cast_Total,IceWall_Hatch_Count,Monster_Berserk_Applied_Count,IceWall_Peak_Count,Tower_Freeze_Count,Tower_Freeze_Duration,IceSpike_Intercepted_Count,IceSpike_Hit_Count,Glacial_IceWall_Build_Count,Glacial_FreezeRay_Count,Glacial_Charge_Count,Glacial_AbsZero_Count,Glacial_AbsZero_Interrupted
1,Mix,3,Win,55.5,0,0,0,0,0,11,2000,1000,2000,730,270,270,0,270,0.00,51162,0,0,702,7720,32,473,0.03,51864,0,0,0.0,1000,0.10,0.50,Deal,HealthLoss→BaseDamagePercent,血量-80|攻击力+12%,0,0,0.0,0.0,0.0,0.0,0,0,1,0,0,0.0,None,1.00,0,0,0,0,"Focus>Chain","Focus:1|Chain:1",0,1900,8250,934.9,9,462,220,0.00,0,0,0,0,0,11,Chapter02_01,0,1.00,0,11,0,0,0,0,11,0,0,0,0,0,0,11,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
2,Mix,6,Win,53.2,0,0,0,0,0,16,1920,730,1920,540,190,190,0,190,0.00,57220,0,0,2422,8214,29,587,0.06,59641,0,0,0.0,1420,0.10,0.50,Gacha,BaseDamageFlat,攻击力+150,0,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0.0,None,1.00,0,0,0,0,"Focus>Chain>Reflex>Focus>Crit","Focus:2|Chain:1|Reflex:1|Crit:1",1,3168,11800,1121.7,6,524,237,0.00,0,0,0,0,0,16,Chapter02_01,0,1.00,4,12,0,0,0,4,12,0,0,0,4,4,0,11,33,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
3,Mix,7,Win,57.5,0,0,0,0,0,18,1920,540,1920,360,180,180,0,180,0.00,79609,0,480,3346,15836,44,783,0.04,83435,0,0,0.0,1725,0.13,0.50,Deal,HealthLoss→BaseDamagePercent,血量-80|攻击力+12%,0,0,0.0,0.0,0.0,0.0,0,1,2,0,0,0.0,None,1.00,0,0,0,0,"Focus>Chain>Reflex>Focus>Crit>Chain","Focus:2|Chain:2|Reflex:1|Crit:1",0,4018,33280,1452.2,6,557,268,0.00,0,0,0,0,0,18,Chapter02_01,0,1.00,6,10,0,2,0,6,10,0,2,0,6,6,0,10,30,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
4,Mix,9,Win,64.2,0,0,0,0,0,20,1840,360,1840,300,60,60,0,60,0.00,93216,0,720,4583,22005,51,860,0.09,98519,0,0,0.0,1863,0.13,0.50,Gacha,BaseDamageFlat,攻击力+150,0,0,0.0,0.0,0.0,0.0,0,2,2,0,0,0.0,None,1.00,0,0,0,0,"Focus>Chain>Reflex>Focus>Crit>Chain>Wide>Power","Focus:2|Chain:2|Reflex:1|Crit:1|Wide:1|Power:1",1,6540,37290,1533.6,2,618,288,0.00,0,0,0,0,0,20,Chapter02_01,0,1.00,6,10,2,2,0,6,10,2,2,0,6,6,0,10,30,0,0,0,0,16,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
5,Mix,10,Win,58.8,0,0,0,0,0,24,1840,300,1840,300,0,0,0,0,0.00,115255,0,840,4738,28913,62,1033,0.10,120834,0,0,0.0,2210,0.13,0.65,Deal,HealthLoss→BaseDamagePercent,血量-80|攻击力+12%,0,0,0.0,0.0,0.0,0.0,0,2,3,0,0,0.0,None,1.00,0,0,0,0,"Focus>Chain>Reflex>Focus>Crit>Chain>Wide>Power>Reflex","Focus:2|Chain:2|Reflex:2|Crit:1|Wide:1|Power:1",1,7965,42314,2056.4,0,715,334,0.00,0,0,0,0,0,24,Chapter02_01,0,1.00,8,12,2,2,0,8,12,2,2,0,8,8,0,12,36,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
6,Mix,12,Win,64.7,0,0,0,0,0,22,1760,300,1760,235,65,0,0,65,0.00,121039,0,1320,6574,24233,51,1064,0.06,128933,0,0,0.0,2366,0.13,0.65,Deal,HealthLoss→LaserWidthPercent,血量-80|激光宽度+8%,0,0,0.0,0.0,0.0,0.0,0,2,4,0,0,0.0,None,1.00,0,0,0,0,"Focus>Chain>Reflex>Focus>Crit>Chain>Wide>Power>Reflex>Power>Wide","Focus:2|Chain:2|Reflex:2|Crit:1|Wide:2|Power:2",0,6083,60720,1992.9,1,727,301,0.00,0,0,0,0,0,22,Chapter02_01,0,1.00,7,10,2,2,1,7,10,2,2,1,8,8,0,10,30,65,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
7,Mix,13,Win,63.8,0,0,0,0,0,24,1680,235,1680,235,0,0,0,0,0.00,127984,0,1560,6108,29261,61,1052,0.06,135652,0,0,0.0,2470,0.13,0.84,Supply,ShieldRestore,血量+100,0,0,0.0,0.0,0.0,0.0,1,2,4,0,0,0.0,None,1.00,0,0,0,0,"Focus>Chain>Reflex>Focus>Crit>Chain>Wide>Power>Reflex>Power>Wide>Chain","Focus:2|Chain:3|Reflex:2|Crit:1|Wide:2|Power:2",1,7054,65005,2127.3,0,736,307,0.00,0,0,0,0,0,24,Chapter02_01,0,1.00,9,10,2,2,1,9,10,2,2,1,10,10,0,10,30,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
8,A,15,Win,62.0,0,0,0,0,0,25,1680,335,1680,305,30,30,0,30,0.00,158728,0,840,9102,33848,71,1390,0.07,168669,0,0,0.0,2470,0.13,0.84,Gacha_Epic,BaseDamageFlat,攻击力+500,0,0,0.0,0.0,0.0,0.0,1,3,4,0,0,0.0,None,1.00,0,0,0,0,"Focus>Chain>Reflex>Focus>Crit>Chain>Wide>Power>Reflex>Power>Wide>Chain>Focus>Impact","Focus:3|Chain:3|Reflex:2|Crit:1|Wide:2|Power:2|Impact:1",1,12468,64740,2719.7,1,946,394,0.00,0,0,0,0,0,25,Chapter02_01,0,1.00,8,12,2,2,1,8,12,2,2,1,8,8,0,13,43,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
9,A,17,Win,64.7,0,0,0,0,0,41,1680,305,1680,215,90,90,0,90,0.00,273813,32179,1560,12205,67368,107,1829,0.07,319757,0,0,0.0,7920,0.13,1.68,Supply,HealthRestore,血量+250,0,0,0.0,0.0,0.0,0.0,2,3,4,0,0,0.0,None,1.00,0,0,0,0,"Focus>Chain>Reflex>Focus>Crit>Chain>Wide>Power>Reflex>Power>Wide>Chain>Focus>Impact>Prism>Reflex","Focus:3|Chain:3|Reflex:3|Crit:1|Wide:2|Power:2|Impact:1|Prism:1",0,14846,121240,4941.4,3,1708,682,0.00,0,0,0,0,0,41,Chapter02_01,0,1.00,9,24,3,3,2,9,24,3,3,2,10,10,0,25,79,0,0,0,0,8,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
10,A,17,Win,119.1,0,0,0,0,0,0,1930,215,1145,0,0,0,1250,1000,0.00,138750,0,0,3548,43257,55,452,0.12,142298,0,0,0.0,3960,0.13,0.84,None,None,None,0,0,0.0,0.0,0.0,0.0,2,3,4,1250,0,5.9,Idle,0.00,6,1,12,2,"Focus>Chain>Reflex>Focus>Crit>Chain>Wide>Power>Reflex>Power>Wide>Chain>Focus>Impact>Prism>Reflex","Focus:3|Chain:3|Reflex:3|Crit:1|Wide:2|Power:2|Impact:1|Prism:1",1,6730,0,1194.8,5,0,395,0.00,0,0,0,0,0,0,Chapter02_01,436139,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6000,0,0,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
