Wave,Build_Type,Player_Level,Result,Time_To_Clear,Kill_Slime,Kill_Rusher,Kill_Tank,Kill_Drifter,Kill_Elite,Kill_Total,HP_Start_Hull,HP_Start_Shield,HP_End_Hull,HP_End_Shield,Dmg_From_Mobs,Shield_Dmg_From_Mobs,Dmg_From_Boss,Player_HP_Lost,Tank_Absorbed_Ratio,Dmg_Main_Laser,Dmg_Sub_Laser,Dmg_Explosion,Dmg_Chain,Crit_Damage_Total,Crit_Hit_Count,Normal_Hit_Count,Overkill_Ratio,Dmg_Dealt_Total,Frost_Slow_Count,Frost_Freeze_Count,Frost_Slow_Duration,Panel_DPS,Panel_Crit_Rate,Panel_Laser_Width,Drone_Choice,Drone_Reward_Type,Drone_Reward_Value,Drone_Acc_Health,Drone_Acc_Shield,Drone_Acc_Damage_Pct,Drone_Acc_Crit_Pct,Drone_Acc_Laser_Width,Drone_Acc_Laser_Length,Drone_Count_Supply,Drone_Count_Gacha,Drone_Count_Deal,Boss_Dmg_Collision,Boss_Dmg_Bullet,Boss_Pushback_Time,Boss_Phase,Boss_HP_Remaining,Boss_Charge_Count,Boss_Press_Count,Boss_Summon_Count,Boss_Stun_Count,Skill_Path,Skill_Levels,Overload_Count,DPS_Peak,Enemy_Total_HP,Effective_DPS,Player_Hit_Count,Exp_Gained,Gold_Gained,Time_In_Danger,Spawn_Slime,Spawn_Rusher,Spawn_Tank,Spawn_Drifter,Spawn_Elite,Spawn_Total,Wave_Config_Id,Boss_Dmg_Dealt,Wave_Diff_Mult,Kill_LavaExploder,Kill_LavaSplitter,Kill_LavaGunner,Kill_LavaTank,Kill_LavaElite,Spawn_LavaExploder,Spawn_LavaSplitter,Spawn_LavaGunner,Spawn_LavaTank,Spawn_LavaElite,Spawn_LavaPuddle,Exploder_Death_Count,Exploder_AoE_Dmg_To_Player,Splitter_Death_Count,Splitter_Children_Spawned,Gunner_Bullet_Dmg_To_Player,Dmg_From_Mob_Explosion,Boss_Absorption_Count,Boss_Heal_Total,Gunner_Shots_Fired,Boss_Fireball_Hit_Count,Boss_Fireball_Burst_Count,Boss_Fireball_Intercepted_Count,Puddle_Peak_Count,Kill_FrostSlime,Kill_FrostTank,Kill_FrostCatalyst,Kill_Frostcaster,Kill_IceShieldGuard,Kill_FrostcasterElite,Kill_FrostGunner,Spawn_FrostSlime,Spawn_FrostTank,Spawn_FrostCatalyst,Spawn_Frostcaster,Spawn_IceShieldGuard,Spawn_FrostcasterElite,Spawn_FrostGunner,Spawn_IceWall,IceShield_Broken_Count,IceShield_Dmg_Absorbed,Catalyst_Burst_Count,Catalyst_Burst_Affected_Count,IceWall_Accelerated_Count,Frostcaster_Cast_Count,Frostcaster_Walls_Per_Cast_Total,IceWall_Hatch_Count,Monster_Berserk_Applied_Count,IceWall_Peak_Count,Tower_Freeze_Count,Tower_Freeze_Duration,IceSpike_Intercepted_Count,IceSpike_Hit_Count,Glacial_IceWall_Build_Count,Glacial_FreezeRay_Count,Glacial_Charge_Count,Glacial_AbsZero_Count,Glacial_AbsZero_Interrupted
1,Mix,3,Win,43.3,20,0,0,0,0,20,2000,1000,2000,1000,0,0,0,0,0.00,20000,0,0,0,4600,23,154,0.00,20000,15,0,121.0,1000,0.10,0.50,Gacha,LaserLengthPercent,激光长度+3%,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0.0,None,1.00,0,0,0,0,"Frost>FrostSpread","Frost:1|FrostSpread:1",0,1300,20000,461.8,0,380,100,0.00,20,0,0,0,0,20,Chapter01_01,0,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
2,Mix,5,Win,53.7,15,0,3,0,0,18,2000,1000,2000,1000,0,0,0,0,0.60,44120,0,0,0,8920,34,277,0.03,44120,32,0,524.0,1000,0.10,0.50,Gacha_Coin,CoinReward,金币+100,0,0,0.0,0.0,0.0,0.0,0,2,0,0,0,0.0,None,1.00,0,0,0,0,"Frost>FrostSpread>Shatter>FrostSpread","Frost:1|FrostSpread:2|Shatter:1",1,1560,42900,821.4,0,460,150,0.00,15,0,3,0,0,18,Chapter01_01,0,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
3,Mix,8,Win,49.5,16,24,1,0,0,41,2000,1000,2000,940,60,60,0,60,0.23,42450,0,0,0,8900,33,240,0.06,42450,57,0,471.0,1000,0.10,0.50,Gacha_Coin,CoinReward,金币+100,0,0,0.0,0.0,0.0,0.0,0,3,0,0,0,0.0,None,1.00,0,0,0,0,"Frost>FrostSpread>Shatter>FrostSpread>Shatter>Frost>Frost","Frost:3|FrostSpread:2|Shatter:2",0,2600,40320,858.1,3,744,177,0.00,16,24,1,0,0,41,Chapter01_01,0,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
4,Mix,9,Win,88.5,16,6,1,6,0,29,2000,940,2000,900,40,40,0,40,0.19,54890,0,0,0,9580,33,308,0.04,54890,70,0,946.0,1000,0.10,0.50,Gacha_Epic,CritRatePercent,激光暴击率+16%,0,0,0.0,0.0,0.0,0.0,0,4,0,0,0,0.0,None,1.00,0,0,0,0,"Frost>FrostSpread>Shatter>FrostSpread>Shatter>Frost>Frost>Shatter","Frost:3|FrostSpread:2|Shatter:3",0,2100,53820,619.9,2,696,183,0.00,16,6,1,6,0,29,Chapter01_01,0,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
5,Mix,11,Win,33.9,40,13,0,0,0,53,2000,900,2000,900,0,0,0,0,0.00,67270,0,46000,0,13900,28,237,0.17,113270,70,0,1702.0,1000,0.18,0.50,Gacha,CritRatePercent,激光暴击率+3%,0,0,0.0,0.0,0.0,0.0,0,5,0,0,0,0.0,None,1.00,0,0,0,0,"Frost>FrostSpread>Shatter>FrostSpread>Shatter>Frost>Frost>Shatter>Shatter>Shatter","Frost:3|FrostSpread:2|Shatter:5",1,14900,67800,3342.2,0,992,239,0.00,40,13,0,0,0,53,Chapter01_01,0,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
6,Mix,14,Win,57.9,20,8,5,0,1,34,2000,900,2000,900,0,0,0,0,0.55,122300,0,78000,0,43000,75,293,0.06,200300,41,0,2123.5,1000,0.21,0.50,Gacha,LaserLengthPercent,激光长度+3%,0,0,0.0,0.0,0.0,0.0,0,6,0,0,0,0.0,None,1.00,0,0,0,0,"Frost>FrostSpread>Shatter>FrostSpread>Shatter>Frost>Frost>Shatter>Shatter>Shatter>Frost>FrostSpread>Frost","Frost:5|FrostSpread:3|Shatter:5",0,12500,149760,3460.0,0,1248,274,0.00,20,8,5,0,1,34,Chapter01_01,0,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
7,Mix,14,Win,34.4,0,20,0,6,0,26,2000,900,2000,560,340,340,0,340,0.00,48000,0,54000,0,16000,26,102,0.09,102000,31,0,375.0,1000,0.21,0.50,Gacha_Coin,CoinReward,金币+100,0,0,0.0,0.0,0.0,0.0,0,7,0,0,0,0.0,None,1.00,0,0,0,0,"Frost>FrostSpread>Shatter>FrostSpread>Shatter>Frost>Frost>Shatter>Shatter>Shatter>Frost>FrostSpread>Frost","Frost:5|FrostSpread:3|Shatter:5",1,8800,50600,2963.2,4,520,120,0.00,0,20,0,6,0,26,Chapter01_01,0,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
8,Mix,16,Win,52.8,12,0,2,7,1,22,2000,560,1700,0,1000,560,0,860,0.27,119699,0,44000,0,36800,64,261,0.08,163699,31,3,2050.0,1000,0.21,0.50,Gacha_Negative,NextWaveDamageBuff,下一波怪物伤害+25%,0,0,0.0,0.0,0.0,0.0,0,8,0,0,0,0.0,None,1.00,0,0,0,0,"Frost>FrostSpread>Shatter>FrostSpread>Shatter>Frost>Frost>Shatter>Shatter>Shatter>Frost>FrostSpread>Frost>FrostSpread>FrostSpread","Frost:5|FrostSpread:5|Shatter:5",0,16199,156600,3102.3,6,840,190,0.00,12,0,2,7,1,22,Chapter01_01,0,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
9,Mix,17,Win,54.2,24,14,1,5,0,44,1700,0,1010,0,690,0,0,690,0.12,127120,0,88000,2520,49200,78,413,0.05,217640,57,13,1485.0,1000,0.21,0.50,Supply,HealthRestore,生命值+250,0,0,0.0,0.0,0.0,0.0,1,8,0,0,0,0.0,None,1.00,0,0,0,0,"Frost>FrostSpread>Shatter>FrostSpread>Shatter>Frost>Frost>Shatter>Shatter>Shatter>Frost>FrostSpread>Frost>FrostSpread>FrostSpread>Chain","Frost:5|FrostSpread:5|Shatter:5|Chain:1",1,34400,165330,4017.0,17,904,237,0.00,24,14,1,5,0,44,Chapter01_01,0,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
10,Mix,17,Win,66.4,0,24,0,0,0,24,1260,0,555,0,0,0,705,705,0.00,6060,0,56000,60,2800,5,30,0.59,62120,35,10,480.0,1000,0.21,0.50,None,None,None,0,0,0.0,0.0,0.0,0.0,1,8,0,250,455,15.1,Press,0.00,1,3,4,2,"Frost>FrostSpread>Shatter>FrostSpread>Shatter>Frost>Frost>Shatter>Shatter>Shatter>Frost>FrostSpread>Frost>FrostSpread>FrostSpread>Chain","Frost:5|FrostSpread:5|Shatter:5|Chain:1",1,26600,0,935.8,298,0,72,0.00,0,0,0,0,0,0,Chapter01_01,180000,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
