Wave,Build_Type,Player_Level,Result,Time_To_Clear,Kill_Slime,Kill_Rusher,Kill_Tank,Kill_Drifter,Kill_Elite,Kill_Total,HP_Start_Hull,HP_Start_Shield,HP_End_Hull,HP_End_Shield,Dmg_From_Mobs,Shield_Dmg_From_Mobs,Dmg_From_Boss,Player_HP_Lost,Tank_Absorbed_Ratio,Dmg_Main_Laser,Dmg_Sub_Laser,Dmg_Explosion,Dmg_Chain,Crit_Damage_Total,Crit_Hit_Count,Normal_Hit_Count,Overkill_Ratio,Dmg_Dealt_Total,Frost_Slow_Count,Frost_Freeze_Count,Frost_Slow_Duration,Panel_DPS,Panel_Crit_Rate,Panel_Laser_Width,Drone_Choice,Drone_Reward_Type,Drone_Reward_Value,Drone_Acc_Health,Drone_Acc_Shield,Drone_Acc_Damage_Pct,Drone_Acc_Crit_Pct,Drone_Acc_Laser_Width,Drone_Acc_Laser_Length,Drone_Count_Supply,Drone_Count_Gacha,Drone_Count_Deal,Boss_Dmg_Collision,Boss_Dmg_Bullet,Boss_Pushback_Time,Boss_Phase,Boss_HP_Remaining,Boss_Charge_Count,Boss_Press_Count,Boss_Summon_Count,Boss_Stun_Count,Skill_Path,Skill_Levels,Overload_Count,DPS_Peak,Enemy_Total_HP,Effective_DPS,Player_Hit_Count,Exp_Gained,Gold_Gained,Time_In_Danger,Spawn_Slime,Spawn_Rusher,Spawn_Tank,Spawn_Drifter,Spawn_Elite,Spawn_Total,Wave_Config_Id,Boss_Dmg_Dealt,Wave_Diff_Mult,Kill_LavaExploder,Kill_LavaSplitter,Kill_LavaGunner,Kill_LavaTank,Kill_LavaElite,Spawn_LavaExploder,Spawn_LavaSplitter,Spawn_LavaGunner,Spawn_LavaTank,Spawn_LavaElite,Spawn_LavaPuddle,Exploder_Death_Count,Exploder_AoE_Dmg_To_Player,Splitter_Death_Count,Splitter_Children_Spawned,Gunner_Bullet_Dmg_To_Player,Dmg_From_Mob_Explosion,Boss_Absorption_Count,Boss_Heal_Total,Gunner_Shots_Fired,Boss_Fireball_Hit_Count,Boss_Fireball_Burst_Count,Boss_Fireball_Intercepted_Count,Puddle_Peak_Count,Kill_FrostSlime,Kill_FrostTank,Kill_FrostCatalyst,Kill_Frostcaster,Kill_IceShieldGuard,Kill_FrostcasterElite,Kill_FrostGunner,Spawn_FrostSlime,Spawn_FrostTank,Spawn_FrostCatalyst,Spawn_Frostcaster,Spawn_IceShieldGuard,Spawn_FrostcasterElite,Spawn_FrostGunner,Spawn_IceWall,IceShield_Broken_Count,IceShield_Dmg_Absorbed,Catalyst_Burst_Count,Catalyst_Burst_Affected_Count,IceWall_Accelerated_Count,Frostcaster_Cast_Count,Frostcaster_Walls_Per_Cast_Total,IceWall_Hatch_Count,Monster_Berserk_Applied_Count,IceWall_Peak_Count,Tower_Freeze_Count,Tower_Freeze_Duration,IceSpike_Intercepted_Count,IceSpike_Hit_Count,Glacial_IceWall_Build_Count,Glacial_FreezeRay_Count,Glacial_Charge_Count,Glacial_AbsZero_Count,Glacial_AbsZero_Interrupted
1,Mix,3,Win,42.6,20,0,0,0,0,20,2000,1000,2000,1000,0,0,0,0,0.00,20650,0,0,0,2380,11,153,0.03,20650,0,0,0.0,1000,0.10,0.50,Deal,HealthLoss→BaseDamagePercent,生命值-250|激光攻击力+28%,0,0,0.0,0.0,0.0,0.0,0,0,1,0,0,0.0,None,1.00,0,0,0,0,"Focus>Impact","Focus:1|Impact:1",0,1300,20000,485.1,0,380,100,0.00,20,0,0,0,0,20,Chapter01_01,0,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
2,A,5,Win,58.1,15,0,3,0,0,18,1750,1000,1750,1000,0,0,0,0,0.60,44309,0,0,0,8810,21,192,0.03,44309,0,0,0.0,1580,0.10,0.50,Deal,HealthLoss→BaseDamageFlat,生命值-150|激光攻击力+300,0,0,0.0,0.0,0.0,0.0,0,0,2,0,0,0.0,None,1.00,0,0,0,0,"Focus>Impact>Focus>Crit","Focus:2|Impact:1|Crit:1",1,3870,42900,762.9,0,460,150,0.00,15,0,3,0,0,18,Chapter01_01,0,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
3,A,8,Win,47.5,16,24,1,0,0,41,1600,1000,1600,1000,0,0,0,0,0.20,48375,0,0,0,13237,24,144,0.17,48375,0,0,0.0,1950,0.13,0.50,Deal,HealthLoss→LaserWidthPercent,生命值-80|激光宽度+8%,0,0,0.0,0.0,0.0,0.0,0,0,3,0,0,0.0,None,1.00,0,0,0,0,"Focus>Impact>Focus>Crit>Focus>Focus>Focus","Focus:5|Impact:1|Crit:1",0,3232,40320,1019.2,0,764,177,0.00,16,24,1,0,0,41,Chapter01_01,0,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
4,A,9,Win,65.2,16,6,1,6,0,29,1520,1000,1520,1000,0,0,0,0,0.18,58694,0,0,0,12707,17,137,0.08,58694,0,0,0.0,3250,0.13,0.54,Deal,HealthLoss→BaseDamagePercent,生命值-80|激光攻击力+12%,0,0,0.0,0.0,0.0,0.0,0,0,4,0,0,0.0,None,1.00,0,0,0,0,"Focus>Impact>Focus>Crit>Focus>Focus>Focus>Crit","Focus:5|Impact:1|Crit:2",1,4745,53820,899.9,0,696,183,0.00,16,6,1,6,0,29,Chapter01_01,0,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
5,A,11,Win,33.6,40,13,0,0,0,53,1440,1000,1440,1000,0,0,0,0,0.00,80020,0,0,0,28741,37,162,0.15,80020,0,0,0.0,3406,0.16,0.54,Deal,HealthLoss→LaserLengthPercent,生命值-150|激光长度+7%,0,0,0.0,0.0,0.0,0.0,0,0,5,0,0,0.0,None,1.00,0,0,0,0,"Focus>Impact>Focus>Crit>Focus>Focus>Focus>Crit>Crit>Impact","Focus:5|Impact:2|Crit:3",0,9453,67800,2381.5,0,976,239,0.00,40,13,0,0,0,53,Chapter01_01,0,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
6,A,14,Win,58.3,20,8,5,0,1,34,1290,1000,1290,1000,0,0,0,0,0.69,160479,0,0,0,75459,87,257,0.07,160479,0,0,0.0,3406,0.19,0.54,Deal,HealthLoss→CritRatePercent,生命值-80|激光暴击率+4%,0,0,0.0,0.0,0.0,0.0,0,0,6,0,0,0.0,None,1.00,0,0,0,0,"Focus>Impact>Focus>Crit>Focus>Focus>Focus>Crit>Crit>Impact>Crit>Crit>Impact","Focus:5|Impact:3|Crit:5",0,11121,149760,2750.9,0,1248,274,0.00,20,8,5,0,1,34,Chapter01_01,0,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
7,A,14,Win,40.6,0,20,0,6,0,26,1210,1000,1210,1000,0,0,0,0,0.00,62217,0,0,0,33492,33,78,0.13,62217,0,0,0.0,3406,0.29,0.54,Deal,HealthLoss→LaserWidthPercent,生命值-80|激光宽度+8%,0,0,0.0,0.0,0.0,0.0,0,0,7,0,0,0.0,None,1.00,0,0,0,0,"Focus>Impact>Focus>Crit>Focus>Focus>Focus>Crit>Crit>Impact>Crit>Crit>Impact","Focus:5|Impact:3|Crit:5",1,12980,50600,1533.7,0,520,120,0.00,0,20,0,6,0,26,Chapter01_01,0,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
8,A,16,Win,74.7,12,0,2,7,1,22,1130,1000,1130,520,480,480,0,480,0.29,151491,0,0,0,84332,97,202,0.05,151491,0,0,0.0,3406,0.29,0.58,Deal,ShieldLoss→CritRatePercent,护盾值-100|激光暴击率+5%,0,0,0.0,0.0,0.0,0.0,0,0,8,0,0,0.0,None,1.00,0,0,0,0,"Focus>Impact>Focus>Crit>Focus>Focus>Focus>Crit>Crit>Impact>Crit>Crit>Impact>Impact>Impact","Focus:5|Impact:5|Crit:5",0,7350,156600,2028.7,4,840,190,0.00,12,0,2,7,1,22,Chapter01_01,0,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
9,A,17,Win,71.7,24,14,1,5,0,44,1130,420,1130,280,140,140,0,140,0.15,178199,0,0,0,107132,101,187,0.09,178199,0,0,0.0,3406,0.34,0.58,Supply,ShieldRestore,护盾值+200,0,0,0.0,0.0,0.0,0.0,1,0,8,0,0,0.0,None,1.00,0,0,0,0,"Focus>Impact>Focus>Crit>Focus>Focus>Focus>Crit>Crit>Impact>Crit>Crit>Impact>Impact>Impact>Power","Focus:5|Impact:5|Crit:5|Power:1",1,13719,165330,2486.3,6,944,237,0.00,24,14,1,5,0,44,Chapter01_01,0,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
10,A,17,Win,25.8,0,8,0,0,0,8,1130,480,1130,440,40,40,0,40,0.00,5935,0,0,0,3650,4,7,0.54,5935,0,0,0.0,3510,0.34,0.58,None,None,None,0,0,0.0,0.0,0.0,0.0,1,0,8,0,0,3.1,Idle,0.00,0,2,1,2,"Focus>Impact>Focus>Crit>Focus>Focus>Focus>Crit>Crit>Impact>Crit>Crit>Impact>Impact>Impact>Power","Focus:5|Impact:5|Crit:5|Power:1",0,3689,0,230.0,2,0,24,0.00,0,0,0,0,0,0,Chapter01_01,180253,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
