Wave,Build_Type,Player_Level,Result,Time_To_Clear,Kill_Slime,Kill_Rusher,Kill_Tank,Kill_Drifter,Kill_Elite,Kill_Total,HP_Start_Hull,HP_Start_Shield,HP_End_Hull,HP_End_Shield,Dmg_From_Mobs,Shield_Dmg_From_Mobs,Dmg_From_Boss,Player_HP_Lost,Tank_Absorbed_Ratio,Dmg_Main_Laser,Dmg_Sub_Laser,Dmg_Explosion,Dmg_Chain,Crit_Damage_Total,Crit_Hit_Count,Normal_Hit_Count,Overkill_Ratio,Dmg_Dealt_Total,Frost_Slow_Count,Frost_Freeze_Count,Frost_Slow_Duration,Panel_DPS,Panel_Crit_Rate,Panel_Laser_Width,Drone_Choice,Drone_Reward_Type,Drone_Reward_Value,Drone_Acc_Health,Drone_Acc_Shield,Drone_Acc_Damage_Pct,Drone_Acc_Crit_Pct,Drone_Acc_Laser_Width,Drone_Acc_Laser_Length,Drone_Count_Supply,Drone_Count_Gacha,Drone_Count_Deal,Boss_Dmg_Collision,Boss_Dmg_Bullet,Boss_Pushback_Time,Boss_Phase,Boss_HP_Remaining,Boss_Charge_Count,Boss_Press_Count,Boss_Summon_Count,Boss_Stun_Count,Skill_Path,Skill_Levels,Overload_Count,DPS_Peak,Enemy_Total_HP,Effective_DPS,Player_Hit_Count,Exp_Gained,Gold_Gained,Time_In_Danger,Spawn_Slime,Spawn_Rusher,Spawn_Tank,Spawn_Drifter,Spawn_Elite,Spawn_Total,Wave_Config_Id,Boss_Dmg_Dealt,Wave_Diff_Mult,Kill_LavaExploder,Kill_LavaSplitter,Kill_LavaGunner,Kill_LavaTank,Kill_LavaElite,Spawn_LavaExploder,Spawn_LavaSplitter,Spawn_LavaGunner,Spawn_LavaTank,Spawn_LavaElite,Spawn_LavaPuddle,Exploder_Death_Count,Exploder_AoE_Dmg_To_Player,Splitter_Death_Count,Splitter_Children_Spawned,Gunner_Bullet_Dmg_To_Player,Dmg_From_Mob_Explosion,Boss_Absorption_Count,Boss_Heal_Total,Gunner_Shots_Fired,Boss_Fireball_Hit_Count,Boss_Fireball_Burst_Count,Boss_Fireball_Intercepted_Count,Puddle_Peak_Count,Kill_FrostSlime,Kill_FrostTank,Kill_FrostCatalyst,Kill_Frostcaster,Kill_IceShieldGuard,Kill_FrostcasterElite,Spawn_FrostSlime,Spawn_FrostTank,Spawn_FrostCatalyst,Spawn_Frostcaster,Spawn_IceShieldGuard,Spawn_FrostcasterElite,Spawn_IceWall,IceShield_Broken_Count,IceShield_Dmg_Absorbed,Catalyst_Burst_Count,Frostcaster_Cast_Count,IceWall_Peak_Count,Tower_Freeze_Count,Tower_Freeze_Duration,IceSpike_Intercepted_Count,IceSpike_Hit_Count,Glacial_IceWall_Build_Count,Glacial_FreezeRay_Count,Glacial_Charge_Count,Glacial_AbsZero_Count,Glacial_AbsZero_Interrupted
1,Mix,3,Win,54.5,0,0,0,0,0,11,2000,1000,2000,820,180,180,0,180,0.00,55300,0,0,0,12800,64,425,0.02,55300,56,0,321.0,1000,0.10,0.50,Gacha_Coin,CoinReward,金币+50,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0.0,None,1.00,0,0,0,0,"Frost>Wide","Frost:1|Wide:1",0,2000,8250,1014.0,6,440,220,0.00,0,0,0,0,0,11,Chapter02_01,0,1.00,0,11,0,0,0,0,11,0,0,0,0,0,0,11,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
2,Mix,5,Win,56.4,0,0,0,0,0,16,2000,820,2000,590,230,230,0,230,0.00,54580,0,0,0,7840,33,375,0.04,54580,66,0,612.0,1000,0.10,0.60,Gacha,BaseDamagePercent,激光攻击力+10%,0,0,0.0,0.0,0.0,0.0,0,2,0,0,0,0.0,None,1.00,0,0,0,0,"Frost>Wide>Frost>Power","Frost:2|Wide:1|Power:1",1,2600,11800,968.1,7,447,222,0.00,0,0,0,0,0,16,Chapter02_01,0,1.00,4,12,0,0,0,4,12,0,0,0,4,4,0,10,30,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
3,Mix,7,Win,61.8,0,0,0,0,0,18,2000,590,2000,250,340,340,0,340,0.00,76999,0,720,0,13364,41,408,0.07,77719,67,0,1378.5,1300,0.10,0.60,Gacha,BaseDamageFlat,激光攻击力+150,0,0,0.0,0.0,0.0,0.0,0,3,0,0,0,0.0,None,1.00,0,0,0,0,"Frost>Wide>Frost>Power>FrostSpread>Shatter","Frost:2|Wide:1|Power:1|FrostSpread:1|Shatter:1",1,4680,33280,1257.1,11,535,268,0.00,0,0,0,0,0,18,Chapter02_01,0,1.00,6,10,0,2,0,6,10,0,2,0,6,6,0,10,30,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
4,Mix,9,Win,65.7,0,0,0,0,0,20,2000,250,2000,190,60,60,0,60,0.00,92585,0,1080,0,18747,45,354,0.08,93665,99,0,1255.5,1495,0.10,0.60,Gacha,LaserLengthPercent,激光长度+3%,0,0,0.0,0.0,0.0,0.0,0,4,0,0,0,0.0,None,1.00,0,0,0,0,"Frost>Wide>Frost>Power>FrostSpread>Shatter>Shatter>FrostSpread","Frost:2|Wide:1|Power:1|FrostSpread:2|Shatter:2",0,4037,37290,1424.7,2,574,288,0.00,0,0,0,0,0,20,Chapter02_01,0,1.00,6,10,2,2,0,6,10,2,2,0,6,6,0,10,30,0,0,0,0,17,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
5,Mix,10,Win,63.7,0,0,0,0,0,24,2000,190,2000,100,220,90,0,90,0.00,105128,0,1560,0,21947,45,327,0.06,106688,90,0,1464.0,1495,0.10,0.60,Gacha_Epic,LaserWidthPercent,激光宽度+12%,0,0,0.0,0.0,0.0,0.0,0,5,0,0,0,0.0,None,1.00,0,0,0,0,"Frost>Wide>Frost>Power>FrostSpread>Shatter>Shatter>FrostSpread>Shatter","Frost:2|Wide:1|Power:1|FrostSpread:2|Shatter:3",1,5681,42314,1675.5,5,704,334,0.00,0,0,0,0,0,24,Chapter02_01,0,1.00,8,12,2,2,0,8,12,2,2,0,8,8,0,12,36,130,0,0,0,15,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
6,Mix,12,Win,69.0,0,0,0,0,0,22,2000,100,2000,0,100,100,0,100,0.00,142444,0,1440,0,24018,41,314,0.24,143884,72,0,1557.0,1495,0.10,0.66,Deal,HealthLoss→BaseDamageFlat,生命值-150|激光攻击力+300,0,0,0.0,0.0,0.0,0.0,0,5,1,0,0,0.0,None,1.00,0,0,0,0,"Frost>Wide>Frost>Power>FrostSpread>Shatter>Shatter>FrostSpread>Shatter>FrostSpread>Crit","Frost:2|Wide:1|Power:1|FrostSpread:3|Shatter:3|Crit:1",1,33301,60720,2085.3,3,650,286,0.00,0,0,0,0,0,22,Chapter02_01,0,1.00,7,10,2,2,1,7,10,2,2,1,8,8,0,9,27,0,0,0,0,13,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
7,B,13,Win,65.6,0,0,0,0,0,24,1850,0,1850,0,0,0,0,0,0.00,124763,2858,1920,0,31271,47,332,0.06,129541,73,0,1506.0,1885,0.13,0.66,Supply,ShieldFull,护盾重启,0,0,0.0,0.0,0.0,0.0,1,5,1,0,0,0.0,None,1.00,0,0,0,0,"Frost>Wide>Frost>Power>FrostSpread>Shatter>Shatter>FrostSpread>Shatter>FrostSpread>Crit>Prism","Frost:2|Wide:1|Power:1|FrostSpread:3|Shatter:3|Crit:1|Prism:1",0,7486,65005,1975.8,0,714,307,0.00,0,0,0,0,0,24,Chapter02_01,0,1.00,9,10,2,2,1,9,10,2,2,1,10,10,0,10,30,0,0,0,0,11,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
8,B,15,Win,63.8,0,0,0,0,0,25,1850,1000,1850,1000,0,0,0,0,0.00,138823,27094,960,0,34280,53,414,0.11,166876,86,0,1830.0,1885,0.13,0.66,Gacha_Epic,LaserLengthPercent,激光长度+5%,0,0,0.0,0.0,0.0,0.0,1,6,1,0,0,0.0,None,1.00,0,0,0,0,"Frost>Wide>Frost>Power>FrostSpread>Shatter>Shatter>FrostSpread>Shatter>FrostSpread>Crit>Prism>Focus>Shatter","Frost:2|Wide:1|Power:1|FrostSpread:3|Shatter:4|Crit:1|Prism:1|Focus:1",1,13725,64740,2615.3,0,957,394,0.00,0,0,0,0,0,25,Chapter02_01,0,1.00,8,12,2,2,1,8,12,2,2,1,8,8,0,13,43,0,0,0,0,15,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
9,B,17,Win,68.9,0,0,0,0,0,41,1850,1000,1850,210,790,660,0,790,0.00,186981,107843,2670,0,86393,110,621,0.11,297492,136,0,2484.0,2175,0.13,0.66,Supply,HealthRestore,生命值+250,0,0,0.0,0.0,0.0,0.0,2,6,1,0,0,0.0,None,1.00,0,0,0,0,"Frost>Wide>Frost>Power>FrostSpread>Shatter>Shatter>FrostSpread>Shatter>FrostSpread>Crit>Prism>Focus>Shatter>Prism>Focus","Frost:2|Wide:1|Power:1|FrostSpread:3|Shatter:4|Crit:1|Prism:2|Focus:2",1,23454,121240,4318.3,23,1686,667,0.00,0,0,0,0,0,41,Chapter02_01,0,1.00,9,24,3,3,2,9,24,3,3,2,10,10,0,24,76,130,0,0,0,20,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
10,B,17,Loss,98.0,0,0,0,0,0,0,2000,210,0,0,0,0,2250,2210,0.00,81205,6175,0,0,26128,25,143,0.21,87381,66,0,1051.5,2465,0.13,0.66,None,None,None,0,0,0.0,0.0,0.0,0.0,2,6,1,2250,0,0.0,Charge,0.50,9,0,7,0,"Frost>Wide>Frost>Power>FrostSpread>Shatter>Shatter>FrostSpread>Shatter>FrostSpread>Crit>Prism>Focus>Shatter>Prism>Focus","Frost:2|Wide:1|Power:1|FrostSpread:3|Shatter:4|Crit:1|Prism:2|Focus:2",1,8739,0,892.0,9,11,230,6.97,0,0,0,0,0,0,Chapter02_01,216492,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
