Wave,Build_Type,Player_Level,Result,Time_To_Clear,Kill_Slime,Kill_Rusher,Kill_Tank,Kill_Drifter,Kill_Elite,Kill_Total,HP_Start_Hull,HP_Start_Shield,HP_End_Hull,HP_End_Shield,Dmg_From_Mobs,Dmg_From_Boss,Player_HP_Lost,Tank_Absorbed_Ratio,Dmg_Main_Laser,Dmg_Sub_Laser,Dmg_Explosion,Dmg_Chain,Crit_Damage_Total,Crit_Hit_Count,Normal_Hit_Count,Overkill_Ratio,Dmg_Dealt_Total,Frost_Slow_Count,Frost_Freeze_Count,Frost_Slow_Duration,Panel_DPS,Panel_Crit_Rate,Panel_Laser_Width,Drone_Choice,Drone_Reward_Type,Drone_Reward_Value,Drone_Acc_Health,Drone_Acc_Shield,Drone_Acc_Damage_Pct,Drone_Acc_Crit_Pct,Drone_Acc_Laser_Width,Drone_Acc_Laser_Length,Drone_Count_Supply,Drone_Count_Gacha,Drone_Count_Deal,Boss_Dmg_Collision,Boss_Dmg_Bullet,Boss_Pushback_Time,Boss_Phase,Boss_HP_Remaining,Boss_Charge_Count,Boss_Press_Count,Boss_Summon_Count,Boss_Stun_Count,Skill_Path,Skill_Levels,Overload_Count,DPS_Peak,Enemy_Total_HP,Effective_DPS,Player_Hit_Count,Exp_Gained,Gold_Gained,Time_In_Danger,Spawn_Slime,Spawn_Rusher,Spawn_Tank,Spawn_Drifter,Spawn_Elite,Spawn_Total,Wave_Config_Id
1,Mix,3,Win,39.0,19,0,0,0,0,19,2000,1000,2000,1000,0,0,0,0.00,20390,0,0,140,3500,18,205,0.02,20530,0,0,0.0,1000,0.10,0.50,Gacha_Negative,NextWaveHealthBuff,下一波怪物血量+40%,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0.0,None,1.00,0,0,0,0,"Reflex>Chain","Reflex:1|Chain:1",0,1990,20000,525.9,0,380,95,0.00,20,0,0,0,0,20,Chapter01_01_Test
2,Mix,5,Win,57.1,15,0,2,0,0,17,2000,1000,2000,1000,0,0,0,0.57,43734,0,0,2944,10340,46,886,0.02,46677,0,0,0.0,1000,0.10,0.50,Gacha_Coin,CoinReward,金币+50,0,0,0.0,0.0,0.0,0.0,0,2,0,0,0,0.0,None,1.00,0,0,0,0,"Reflex>Chain>Chain>Focus","Reflex:1|Chain:2|Focus:1",0,3169,42900,817.7,0,460,125,0.00,15,0,3,0,0,18,Chapter01_01_Test
3,Mix,8,Win,47.8,15,24,1,0,0,40,2000,1000,2000,980,20,0,20,0.21,44315,0,0,1653,6370,23,514,0.09,45968,37,0,238.0,1300,0.10,0.50,Gacha_Epic,LaserLengthPercent,激光长度+20%,0,0,0.0,0.0,0.0,0.0,0,3,0,0,0,0.0,None,1.00,0,0,0,0,"Reflex>Chain>Chain>Focus>Focus>Frost>Shatter","Reflex:1|Chain:2|Focus:2|Frost:1|Shatter:1",0,2629,40320,962.7,1,744,172,0.00,16,24,1,0,0,41,Chapter01_01_Test
4,Mix,9,Win,75.7,16,6,1,5,0,28,2000,980,2000,980,0,0,0,0.18,57014,0,0,2053,9109,24,460,0.04,59066,90,0,375.0,1500,0.10,0.50,Gacha_Coin,CoinReward,金币+100,0,0,0.0,0.0,0.0,0.0,0,4,0,0,0,0.0,None,1.00,0,0,0,0,"Reflex>Chain>Chain>Focus>Focus>Frost>Shatter>Focus","Reflex:1|Chain:2|Focus:3|Frost:1|Shatter:1",0,3066,53820,779.9,0,696,173,0.00,16,6,1,6,0,29,Chapter01_01_Test
5,Mix,11,Win,32.3,40,12,0,0,0,52,2000,980,2000,980,0,0,0,0.00,74470,0,0,2392,10715,27,499,0.09,76862,115,0,416.0,1800,0.10,0.50,Gacha,BaseDamagePercent,激光攻击力+10%,0,0,0.0,0.0,0.0,0.0,0,5,0,0,0,0.0,None,1.00,0,0,0,0,"Reflex>Chain>Chain>Focus>Focus>Frost>Shatter>Focus>Shatter>Wide","Reflex:1|Chain:2|Focus:3|Frost:1|Shatter:2|Wide:1",0,6078,67800,2383.3,0,976,236,0.00,40,13,0,0,0,53,Chapter01_01_Test
6,C,14,Win,55.4,20,8,4,0,1,33,2000,980,2000,980,0,0,0,0.71,155997,0,0,7264,22069,37,959,0.04,163261,71,0,732.0,1900,0.10,0.60,Gacha,LaserWidthPercent,激光宽度+10%,0,0,0.0,0.0,0.0,0.0,0,6,0,0,0,0.0,None,1.00,0,0,0,0,"Reflex>Chain>Chain>Focus>Focus>Frost>Shatter>Focus>Shatter>Wide>Shatter>Power>Impact","Reflex:1|Chain:2|Focus:3|Frost:1|Shatter:3|Wide:1|Power:1|Impact:1",0,5927,149760,2946.1,0,1248,249,0.00,20,8,5,0,1,34,Chapter01_01_Test
7,C,14,Win,56.2,0,20,0,5,0,25,2000,980,2000,960,20,0,20,0.00,54165,0,0,1083,9192,17,237,0.07,55248,74,0,218.0,2000,0.10,0.63,Gacha_Negative,NextWaveHealthBuff,下一波怪物血量+40%,0,0,0.0,0.0,0.0,0.0,0,7,0,0,0,0.0,None,1.00,0,0,0,0,"Reflex>Chain>Chain>Focus>Focus>Frost>Shatter>Focus>Shatter>Wide>Shatter>Power>Impact","Reflex:1|Chain:2|Focus:3|Frost:1|Shatter:3|Wide:1|Power:1|Impact:1",0,4522,50600,983.4,1,520,110,0.00,0,20,0,6,0,26,Chapter01_01_Test
8,C,16,Win,55.0,12,0,2,6,1,21,2000,960,2000,960,0,0,0,0.27,162227,0,0,8303,20457,29,810,0.03,170530,60,0,928.5,2000,0.10,0.63,Gacha,LaserWidthPercent,激光宽度+10%,0,0,0.0,0.0,0.0,0.0,0,8,0,0,0,0.0,None,1.00,0,0,0,0,"Reflex>Chain>Chain>Focus>Focus>Frost>Shatter>Focus>Shatter>Wide>Shatter>Power>Impact>Frost>FrostSpread","Reflex:1|Chain:2|Focus:3|Frost:2|Shatter:3|Wide:1|Power:1|Impact:1|FrostSpread:1",1,16638,156600,3102.8,0,840,180,0.00,12,0,2,7,1,22,Chapter01_01_Test
9,C,17,Win,57.1,24,14,1,4,0,43,2000,960,2000,0,970,0,960,0.18,150341,0,0,3978,20934,34,598,0.13,154319,94,0,889.5,2000,0.10,0.65,Gacha,BaseDamageFlat,激光攻击力+150,0,0,0.0,0.0,0.0,0.0,0,9,0,0,0,0.0,None,1.00,0,0,0,0,"Reflex>Chain>Chain>Focus>Focus>Frost>Shatter>Focus>Shatter>Wide>Shatter>Power>Impact>Frost>FrostSpread>Focus","Reflex:1|Chain:2|Focus:4|Frost:2|Shatter:3|Wide:1|Power:1|Impact:1|FrostSpread:1",0,20442,165330,2701.7,31,944,227,0.00,24,14,1,5,0,44,Chapter01_01_Test
10,C,17,Loss,122.1,0,48,0,0,0,48,2000,0,0,0,0,2400,2000,0.00,31364,0,0,0,5544,7,65,0.39,31364,52,0,961.5,2760,0.10,0.65,None,None,None,0,0,0.0,0.0,0.0,0.0,0,9,0,2400,0,23.0,Charge,0.23,8,4,6,3,"Reflex>Chain>Chain>Focus>Focus>Frost>Shatter>Focus>Shatter>Wide>Shatter>Power>Impact>Frost>FrostSpread>Focus","Reflex:1|Chain:2|Focus:4|Frost:2|Shatter:3|Wide:1|Power:1|Impact:1|FrostSpread:1",2,3483,0,256.8,8,0,144,5.17,0,0,0,0,0,0,Chapter01_01_Test
